Address,Block,Block1,Coordinates,Fail,For_Address,Grid,Latitude,Longitude,Results,Zip,index,index1
"750 lexington pa n, Saint Paul, MN, 55103",75x lexington pa n,1.0,"{'formatted_address': '991 Lexington Pkwy N, St Paul, MN 55103, USA', 'latitude': 44.9710139, 'longitude': -93.14723180000001, 'zip': '55103', 'input_string': '750 lexington pa n, Saint Paul, MN, 55103', 'number_of_results': 1, 'status': 'OK'}",True,"991 Lexington Pkwy N, St Paul, MN 55103, USA",66.0,44.9710139,-93.14723180000001,1.0,55103,,
"770 lexington pa n, Saint Paul, MN, 55103",77x lexington pa n,8.0,"{'formatted_address': '991 Lexington Pkwy N, St Paul, MN 55103, USA', 'latitude': 44.9710139, 'longitude': -93.14723180000001, 'zip': '55103', 'input_string': '770 lexington pa n, Saint Paul, MN, 55103', 'number_of_results': 2, 'status': 'OK'}",True,"991 Lexington Pkwy N, St Paul, MN 55103, USA",66.0,44.9710139,-93.14723180000001,2.0,55103,,
"820 lexington pa n, Saint Paul, MN, 55103",82x lexington pa n,1.0,"{'formatted_address': 'St Paul, MN 55103, USA', 'latitude': 44.9688472, 'longitude': -93.13156479999999, 'zip': '55103', 'input_string': '820 lexington pa n, Saint Paul, MN, 55103', 'number_of_results': 1, 'status': 'OK'}",True,"St Paul, MN 55103, USA",66.0,44.9688472,-93.13156479999999,1.0,55103,,
"840 johnson pa, Saint Paul, MN, 55103",84x johnson pa,1.0,"{'formatted_address': 'St Paul, MN 55103, USA', 'latitude': 44.9688472, 'longitude': -93.13156479999999, 'zip': '55103', 'input_string': '840 johnson pa, Saint Paul, MN, 55103', 'number_of_results': 1, 'status': 'OK'}",True,"St Paul, MN 55103, USA",66.0,44.9688472,-93.13156479999999,1.0,55103,,
,85x hamline av n,,,True,"850 Hamline Ave N, St Paul, MN 55108, USA",66.0,44.9738674,-93.15682199999999,,,147.0,143.0
