Grid,Address,Block,Block1,Coordinates,For_Address,Latitude,Longitude,Zip,Results,Fail
92.0,"610 linden st, Saint Paul, MN, 55103",61x linden st,3,"{'formatted_address': '610 Linden St, Mendota Heights, MN 55118, USA', 'latitude': 44.886231, 'longitude': -93.115785, 'zip': '55118', 'input_string': '610 linden st, Saint Paul, MN, 55103', 'number_of_results': 1, 'status': 'OK'}","610 Linden St, Mendota Heights, MN 55118, USA",44.886231,-93.115785,55118,1,False
92.0,"620 linden st, Saint Paul, MN, 55103",62x linden st,5,"{'formatted_address': '620 Linden St, Mendota Heights, MN 55118, USA', 'latitude': 44.8862313, 'longitude': -93.1160904, 'zip': '55118', 'input_string': '620 linden st, Saint Paul, MN, 55103', 'number_of_results': 1, 'status': 'OK'}","620 Linden St, Mendota Heights, MN 55118, USA",44.8862313,-93.1160904,55118,1,False
92.0,"640 linden st, Saint Paul, MN, 55103",64x linden st,28,"{'formatted_address': '640 Linden St, Mendota Heights, MN 55118, USA', 'latitude': 44.886232, 'longitude': -93.1167012, 'zip': '55118', 'input_string': '640 linden st, Saint Paul, MN, 55103', 'number_of_results': 1, 'status': 'OK'}","640 Linden St, Mendota Heights, MN 55118, USA",44.886232,-93.1167012,55118,1,False
92.0,"650 linden st, Saint Paul, MN, 55103",65x linden st,2,"{'formatted_address': '650 Linden St, Mendota Heights, MN 55118, USA', 'latitude': 44.8862323, 'longitude': -93.1170065, 'zip': '55118', 'input_string': '650 linden st, Saint Paul, MN, 55103', 'number_of_results': 1, 'status': 'OK'}","650 Linden St, Mendota Heights, MN 55118, USA",44.8862323,-93.1170065,55118,1,False
