X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.2801877371455,44.9850422380653,0006XX 5TH ST N,MP20212194          ,1     ,2021/01/04 00:00:00+00,741,2021/01/04 00:00:00+00,2021/01/04 07:41:00+00,741,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,16909,-93.28019274,44.98504707,-10383903,5619167,North Loop,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,1
-93.2793253544728,44.9670393619926,0015XX LASALLE AVE ,MP20212207          ,1     ,2021/01/04 00:00:00+00,900,2021/01/03 00:00:00+00,2021/01/04 09:00:00+00,1730,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,15055,-93.27932994,44.96704546,-10383807,5616334,Loring Park,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,2
-93.2968514856659,45.0194689828594,0035XX GIRARD AVE N,MP20212245          ,4     ,2021/01/05 00:00:00+00,900,2020/11/03 00:00:00+00,2021/01/05 09:00:00+00,1800,THEFT   ,OTHER THEFT                   ,07 ,2021/01/05 00:00:00+00,19932,-93.29685159,45.0194712,-10385758,5624587,Folwell,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,3
-93.3058256553543,44.9821067505748,0004XX NEWTON AVE N,MP20212252          ,4     ,2021/01/04 00:00:00+00,1000,2021/01/04 00:00:00+00,2021/01/04 10:00:00+00,930,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,22100,-93.30582718,44.98210834,-10386757,5618705,Harrison,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,4
-93.2689677792469,44.944077974785,0032XX 5TH AVE S,MP20212263          ,3     ,2021/01/04 00:00:00+00,951,2021/01/04 00:00:00+00,2021/01/04 09:51:00+00,945,CARJCK  ,ROBBERY INCLUDING AUTO THEFT  ,,2021/01/05 00:00:00+00,20656,-93.26897652,44.9440796,-10382654,5612722,Central,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,5
-93.2581610463789,44.9782433691394,0002XX PARK AVE ,MP20212303          ,1     ,2021/01/04 00:00:00+00,1057,2021/01/03 00:00:00+00,2021/01/04 10:57:00+00,530,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/01/05 00:00:00+00,23171,-93.25816416,44.97824419,-10381451,5618097,Downtown East,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,6
-93.2670543676917,44.9537353365212,0006XX 27TH ST E,MP20212315          ,3     ,2021/01/04 00:00:00+00,1849,2021/01/03 00:00:00+00,2021/01/04 18:49:00+00,1700,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/05 00:00:00+00,14938,-93.26705649,44.95373676,-10382441,5614241,Phillips West,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,7
-93.2575501919857,45.0058087413905,0017XX WASHINGTON ST NE,MP20212317          ,2     ,2021/01/04 00:00:00+00,1238,2021/01/02 00:00:00+00,2021/01/04 12:38:00+00,200,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/05 00:00:00+00,15292,-93.25755429,45.0058149,-10381383,5622436,Holland,2021/01/07 00:00:00+00,2021/01/08 07:00:46+00,8
-93.2783641571187,44.9861986009585,0003XX 7TH AVE N,MP20212318          ,1     ,2021/01/04 00:00:00+00,1135,2020/12/31 00:00:00+00,2021/01/04 11:35:00+00,1200,THFTSW  ,THEFT BY SWINDLE              ,07 ,2021/01/05 00:00:00+00,16914,-93.27836561,44.98619968,-10383700,5619349,North Loop,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,9
-93.263928230503,44.9043188266645,0054XX COLUMBUS AVE ,MP20212335          ,3     ,2021/01/04 00:00:00+00,1945,2021/01/04 00:00:00+00,2021/01/04 19:45:00+00,1,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/01/05 00:00:00+00,14614,-93.26393397,44.9043197,-10382093,5606471,Page,2021/01/13 00:00:00+00,2021/01/14 07:00:16+00,10
-93.2901770031049,44.9827866279355,0008XX 5TH AVE N,MP20212340          ,4     ,2021/01/04 00:00:00+00,1330,2021/01/03 00:00:00+00,2021/01/04 13:30:00+00,1300,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/01/05 00:00:00+00,15717,-93.29018524,44.98278712,-10385015,5618812,Sumner - Glenwood,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,11
-93.2466985433535,44.9323140164282,0018XX 39TH ST E,MP20212346          ,3     ,2021/01/04 00:00:00+00,2203,2021/01/04 00:00:00+00,2021/01/04 22:03:00+00,425,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/05 00:00:00+00,12706,-93.24670596,44.93231944,-10380175,5610872,Standish,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,12
-93.2535257395129,44.9849723472528,0002XX 2ND ST SE,MP20212347          ,2     ,2021/01/04 00:00:00+00,2112,2021/01/01 00:00:00+00,2021/01/04 21:12:00+00,800,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/05 00:00:00+00,17807,-93.25353282,44.98497549,-10380935,5619156,Marcy Holmes,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,13
-93.2851823701252,44.8942458740622,0004XX 60TH ST W,MP20212348          ,5     ,2021/01/05 00:00:00+00,834,2020/11/22 00:00:00+00,2021/01/05 08:34:00+00,800,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/05 00:00:00+00,12854,-93.2851862,44.89424901,-10384459,5604888,Windom,2021/01/06 00:00:00+00,2021/01/07 07:00:35+00,14
-93.2455666660956,44.9830979709512,0007XX UNIVERSITY AVE SE,MP20212349          ,2     ,2021/01/04 00:00:00+00,1302,2021/01/04 00:00:00+00,2021/01/04 13:02:00+00,1205,ROBPAG  ,ROBBERY PER AGG               ,04 ,2021/01/05 00:00:00+00,17978,-93.24557297,44.98309944,-10380049,5618861,Marcy Holmes,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,15
-93.210128128137,44.9689460407208,0033XX UNIVERSITY AVE SE,MP20212363          ,2     ,2021/01/04 00:00:00+00,1228,2021/01/04 00:00:00+00,2021/01/04 12:28:00+00,1200,ROBPAG  ,ROBBERY PER AGG               ,04 ,2021/01/05 00:00:00+00,15494,-93.21012916,44.96894951,-10376104,5616634,Prospect Park - East River Road,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,16
-93.2907609080396,44.9367846045216,0036XX BRYANT AVE S,MP20212365          ,5     ,2021/01/04 00:00:00+00,1720,2021/01/04 00:00:00+00,2021/01/04 17:20:00+00,300,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/01/05 00:00:00+00,21782,-93.29076319,44.93678879,-10385080,5611575,East Harriet,2021/01/06 00:00:00+00,2021/01/07 07:00:35+00,17
-93.2883354567725,44.8933103934681,0060XX LYNDALE AVE S,MP20212368          ,5     ,2021/01/04 00:00:00+00,1530,2020/12/31 00:00:00+00,2021/01/04 15:30:00+00,1900,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/05 00:00:00+00,21972,-93.28834196,44.89331211,-10384810,5604741,Windom,2021/01/06 00:00:00+00,2021/01/07 07:00:35+00,18
-93.280331467591,45.0089335470621,0028XX 2ND ST N,MP20212370          ,4     ,2021/01/04 00:00:00+00,2134,2020/12/31 00:00:00+00,2021/01/04 21:34:00+00,845,THEFT   ,OTHER THEFT                   ,07 ,2021/01/05 00:00:00+00,21437,-93.28033408,45.00893904,-10383919,5622928,Hawthorne,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,19
-93.2581790126846,44.9672363883974,0015XX 11TH AVE S,MP20212379          ,1     ,2021/01/04 00:00:00+00,1319,2021/01/04 00:00:00+00,2021/01/04 13:19:00+00,1300,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,20167,-93.25818614,44.96723713,-10381453,5616365,Elliot Park,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,20
-93.2288310523524,45.003636519944,0015XX NEW BRIGHTON BLVD ,MP20212386          ,2     ,2021/01/04 00:00:00+00,1315,2021/01/04 00:00:00+00,2021/01/04 13:15:00+00,1001,THEFT   ,OTHER THEFT                   ,07 ,2021/01/05 00:00:00+00,21511,-93.22883412,45.00363907,-10378186,5622094,Northeast Park,2021/01/07 00:00:00+00,2021/01/08 07:00:46+00,21
-93.2297832665536,44.9359324851314,,MP20212394          ,3     ,2021/01/04 00:00:00+00,1427,2021/01/04 00:00:00+00,2021/01/04 14:27:00+00,1326,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/05 00:00:00+00,,-93.22979,44.93594,-10378292,5611441,Howe,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,22
-93.236772159464,44.9815348848696,0004XX 13TH AVE SE,MP20212399          ,2     ,2021/01/04 00:00:00+00,1330,2021/01/04 00:00:00+00,2021/01/04 13:30:00+00,1315,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,16641,-93.23677981,44.98153641,-10379070,5618615,Marcy Holmes,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,23
-93.2323344819605,44.9519680145722,0027XX 28TH ST E,MP20212413          ,3     ,2021/01/04 00:00:00+00,1401,2021/01/04 00:00:00+00,2021/01/04 14:01:00+00,300,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,17399,-93.23233478,44.95197292,-10378576,5613963,Longfellow,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,24
-93.307595336464,44.9915035932464,0021XX PLYMOUTH AVE N,MP20212425          ,4     ,2021/01/04 00:00:00+00,1421,2021/01/04 00:00:00+00,2021/01/04 14:21:00+00,1400,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,17608,-93.3075977,44.99150434,-10386954,5620184,Willard - Hay,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,25
-93.2631197467473,44.9723651924945,0007XX PARK AVE ,MP20212429          ,1     ,2021/01/04 00:00:00+00,1535,2021/01/04 00:00:00+00,2021/01/04 15:35:00+00,1400,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/01/05 00:00:00+00,18846,-93.26312004,44.97236806,-10382003,5617172,Elliot Park,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,26
-93.2868173039423,44.9980404473032,0006XX BROADWAY AVE W,MP20212439          ,4     ,2021/01/04 00:00:00+00,2012,2021/01/04 00:00:00+00,2021/01/04 20:12:00+00,1400,THEFT   ,OTHER THEFT                   ,07 ,2021/01/05 00:00:00+00,19499,-93.28682278,44.99804509,-10384641,5621213,Near - North,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,27
-93.2473093977467,44.924224101917,0043XX CEDAR AVE S,MP20212484          ,3     ,2021/01/04 00:00:00+00,1610,2021/01/04 00:00:00+00,2021/01/04 16:10:00+00,1600,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,12339,-93.24731731,44.92422671,-10380243,5609600,Ericsson,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,28
-93.3133355711295,44.9942543719727,0015XX THOMAS AVE N,MP20212497          ,4     ,2021/01/04 00:00:00+00,1600,2021/01/04 00:00:00+00,2021/01/04 16:00:00+00,1555,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,14778,-93.31334289,44.99425707,-10387593,5620617,Willard - Hay,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,29
-93.2197401016771,44.9483569141988,0036XX LAKE ST E,MP20212515          ,3     ,2021/01/04 00:00:00+00,1727,2021/01/03 00:00:00+00,2021/01/04 17:27:00+00,2145,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/05 00:00:00+00,14411,-93.21974405,44.94835848,-10377174,5613395,Longfellow,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,30
-93.2229470872414,44.8999347957015,0056XX 34TH AVE S,MP20212516          ,3     ,2021/01/04 00:00:00+00,1629,2021/01/02 00:00:00+00,2021/01/04 16:29:00+00,1700,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/05 00:00:00+00,16391,-93.22294772,44.89993505,-10377531,5605782,Wenonah,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,31
-93.2889013954015,44.9304315594275,0007XX 40TH ST W,MP20212534          ,5     ,2021/01/04 00:00:00+00,1843,2021/01/04 00:00:00+00,2021/01/04 18:43:00+00,1200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,18630,-93.28890177,44.93043728,-10384873,5610576,East Harriet,2021/01/06 00:00:00+00,2021/01/07 07:00:35+00,32
-93.2753188683056,44.9386477767477,0035XX STEVENS AVE ,MP20212543          ,5     ,2021/01/04 00:00:00+00,1907,2021/01/04 00:00:00+00,2021/01/04 19:07:00+00,1700,ROBPAG  ,ROBBERY PER AGG               ,04 ,2021/01/05 00:00:00+00,15416,-93.27532211,44.93864844,-10383361,5611868,Lyndale,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,33
-93.2844457515922,44.9186838884509,0046XX GRAND AVE S,MP20212565          ,5     ,2021/01/04 00:00:00+00,1729,2021/01/04 00:00:00+00,2021/01/04 17:29:00+00,1100,THEFT   ,OTHER THEFT                   ,07 ,2021/01/05 00:00:00+00,22302,-93.28444594,44.91868672,-10384377,5608729,Tangletown,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,34
-93.2664435132985,44.951936227708,,MP20212595          ,3     ,2021/01/04 00:00:00+00,1858,2021/01/04 00:00:00+00,2021/01/04 18:58:00+00,1814,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/01/05 00:00:00+00,,-93.26645,44.95194,-10382373,5613958,Phillips West,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,35
-93.2650151919967,44.933248862347,0038XX PARK AVE ,MP20212599          ,3     ,2021/01/04 00:00:00+00,1940,2021/01/04 00:00:00+00,2021/01/04 19:40:00+00,1500,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/05 00:00:00+00,21977,-93.26501795,44.93325319,-10382214,5611019,Bryant,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,36
-93.3021335795365,45.0039223432613,0024XX JAMES AVE N,MP20212701          ,4     ,2021/01/04 00:00:00+00,2143,2021/01/04 00:00:00+00,2021/01/04 21:43:00+00,2043,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/01/04 00:00:00+00,22662,-93.30214193,45.00392809,-10386346,5622139,Jordan,2021/01/06 00:00:00+00,2021/01/07 07:00:35+00,37
-93.2829186156092,44.960003169062,0023XX PLEASANT AVE ,MP20212732          ,5     ,2021/01/04 00:00:00+00,2125,2021/01/04 00:00:00+00,2021/01/04 21:25:00+00,2125,ROBPAG  ,ROBBERY PER AGG               ,04 ,2021/01/05 00:00:00+00,16765,-93.28292618,44.96000769,-10384207,5615227,Whittier,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,38
-93.2982887901205,44.9974115695647,0014XX 18TH AVE N,MP20212735          ,4     ,2021/01/04 00:00:00+00,2210,2021/01/04 00:00:00+00,2021/01/04 22:10:00+00,2210,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,16141,-93.29828953,44.99741165,-10385918,5621114,Near - North,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,39
-93.2448480138683,44.9572126060633,0024XX OGEMA PL ,MP20212757          ,3     ,2021/01/04 00:00:00+00,2315,2021/01/04 00:00:00+00,2021/01/04 23:15:00+00,2130,THEFT   ,OTHER THEFT                   ,07 ,2021/01/05 00:00:00+00,21424,-93.24485196,44.9572173,-10379969,5614788,East Phillips,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,40
-93.2818316541155,45.0107245173616,,MP20212782          ,4     ,2021/01/04 00:00:00+00,2308,2021/01/04 00:00:00+00,2021/01/04 23:08:00+00,2308,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/01/05 00:00:00+00,,-93.28184,45.01073,-10384086,5623210,Hawthorne,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,41
-93.2301425926672,44.9427363694113,0033XX MINNEHAHA AVE ,MP20212785          ,3     ,2021/01/04 00:00:00+00,2350,2021/01/03 00:00:00+00,2021/01/04 23:50:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,16507,-93.23014656,44.94273966,-10378332,5612511,Longfellow,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,42
-93.252330980185,44.9604735467247,0022XX BLOOMINGTON AVE ,MP20212793          ,3     ,2021/01/05 00:00:00+00,45,2021/01/04 00:00:00+00,2021/01/05 00:45:00+00,2330,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/01/05 00:00:00+00,22834,-93.25233604,44.96047631,-10380802,5615301,Ventura Village,2021/01/12 00:00:00+00,2021/01/13 07:00:46+00,43
-93.2645750175075,44.9483505564274,0007XX LAKE ST E,MP20212795          ,3     ,2021/01/05 00:00:00+00,110,2021/01/04 00:00:00+00,2021/01/05 01:10:00+00,2345,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,19105,-93.26458179,44.94835395,-10382165,5613394,Central,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,44
-93.2192190788123,44.9205858129951,0045XX HIAWATHA AVE ,MP20212828          ,3     ,2021/01/05 00:00:00+00,114,2021/01/05 00:00:00+00,2021/01/05 01:14:00+00,50,SHOPLF  ,SHOPLIFTING                   ,07 ,2021/01/05 00:00:00+00,21628,-93.21921931,44.92059183,-10377116,5609028,Hiawatha,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,45
-93.263757550599,44.9278367202634,0041XX COLUMBUS AVE ,MP20212881          ,3     ,2021/01/05 00:00:00+00,431,2021/01/04 00:00:00+00,2021/01/05 04:31:00+00,1930,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,12360,-93.26376354,44.92784146,-10382074,5610168,Bryant,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,46
-93.248593988603,44.9582360401436,0024XX 18TH AVE S,MP20212883          ,3     ,2021/01/05 00:00:00+00,449,2021/01/04 00:00:00+00,2021/01/05 04:49:00+00,2200,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,05,2021/01/05 00:00:00+00,18172,-93.24859419,44.95823739,-10380386,5614949,East Phillips,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,47
-93.2406259320329,44.9456484398213,0031XX 22ND AVE S,MP20212903          ,3     ,2021/01/05 00:00:00+00,623,2021/01/05 00:00:00+00,2021/01/05 06:23:00+00,620,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,19708,-93.24062754,44.94565103,-10379499,5612969,Corcoran,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,48
-93.2901500536464,45.0429968373966,0048XX ALDRICH AVE N,MP20212906          ,4     ,2021/01/05 00:00:00+00,801,2021/01/05 00:00:00+00,2021/01/05 08:01:00+00,801,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,19431,-93.29015579,45.04300215,-10385012,5628293,Lind - Bohanon,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,49
-93.2981091270637,45.0122677553591,0031XX HUMBOLDT AVE N,MP20212929          ,4     ,2021/01/05 00:00:00+00,844,2021/01/05 00:00:00+00,2021/01/05 08:44:00+00,807,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,10671,-93.29811148,45.01227101,-10385898,5623453,Jordan,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,50
-93.2787773821494,44.9873231732663,0007XX 3RD ST N,MP20212933          ,1     ,2021/01/05 00:00:00+00,815,2020/12/12 00:00:00+00,2021/01/05 08:15:00+00,157,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/01/05 00:00:00+00,16901,-93.27878545,44.98732811,-10383746,5619526,North Loop,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,51
-93.2613051498733,44.9404663780201,0034XX ELLIOT AVE ,MP20212934          ,3     ,2021/01/05 00:00:00+00,815,2021/01/05 00:00:00+00,2021/01/05 08:15:00+00,815,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,11898,-93.26130641,44.94046694,-10381801,5612154,Powderhorn Park,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,52
-93.3004627131081,45.0484298508135,0051XX IRVING AVE N,MP20212937          ,4     ,2021/01/05 00:00:00+00,907,2021/01/05 00:00:00+00,2021/01/05 09:07:00+00,830,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/05 00:00:00+00,10304,-93.30046713,45.04843611,-10386160,5629149,Shingle Creek,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,53
-93.2707105108981,44.9865798143821,0003XX 1ST ST N,MP20213001          ,1     ,2021/01/05 00:00:00+00,1056,2020/12/31 00:00:00+00,2021/01/05 10:56:00+00,1230,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/05 00:00:00+00,19561,-93.27071508,44.98658121,-10382848,5619409,North Loop,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,54
-93.2677011546963,44.952832610527,0027XX PORTLAND AVE ,MP20213042          ,3     ,2021/01/05 00:00:00+00,1130,2020/01/04 00:00:00+00,2021/01/05 11:30:00+00,1700,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/01/05 00:00:00+00,16978,-93.26770341,44.95283281,-10382513,5614099,Phillips West,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,55
-93.2499594278349,44.9483632719695,,MP20213129          ,3     ,2021/01/05 00:00:00+00,1416,2020/09/05 00:00:00+00,2021/01/05 14:16:00+00,2356,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/01/05 00:00:00+00,,-93.24996,44.94837,-10380538,5613396,East Phillips,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,56
-93.2076218284943,44.942418448851,0033XX 46TH AVE S,MP20213387          ,3     ,2021/01/01 00:00:00+00,1544,2020/12/31 00:00:00+00,2021/01/01 15:44:00+00,1130,CSCR    ,CSC - RAPE                    ,03 ,2021/01/05 00:00:00+00,22403,-93.20762326,44.94242474,-10375825,5612461,Cooper,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,57
-93.2979114977012,45.0484235041363,0051XX GIRARD AVE N,MP2021700023        ,4     ,2021/01/04 00:00:00+00,758,2021/01/04 00:00:00+00,2021/01/04 07:58:00+00,30,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/05 00:00:00+00,10303,-93.29791642,45.04842869,-10385876,5629148,Lind - Bohanon,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,58
-93.2549810102731,44.9546316912399,0026XX 14TH AVE S,MP2021700024        ,3     ,2021/01/04 00:00:00+00,839,2021/01/03 00:00:00+00,2021/01/04 08:39:00+00,1930,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/05 00:00:00+00,18405,-93.25498841,44.95463336,-10381097,5614382,Midtown Phillips,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,59
-93.2271601859239,44.9094405293595,0051XX 31ST AVE S,MP2021700029        ,3     ,2021/01/04 00:00:00+00,949,2021/01/01 00:00:00+00,2021/01/04 09:49:00+00,2100,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/05 00:00:00+00,22345,-93.22716351,44.90944346,-10378000,5607276,Keewaydin,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,60
-93.2281573158893,45.0122995087908,0023XX MCKINLEY ST NE,MP2021700031        ,2     ,2021/01/04 00:00:00+00,1016,2021/01/03 00:00:00+00,2021/01/04 10:16:00+00,2100,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/05 00:00:00+00,10642,-93.22815905,45.01230353,-10378111,5623458,Windom Park,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,61
-93.2781036456864,44.8923939895601,,MP2021700032        ,5     ,2021/01/04 00:00:00+00,1020,2021/01/02 00:00:00+00,2021/01/04 10:20:00+00,1830,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/05 00:00:00+00,,-93.27811,44.89239,-10383671,5604597,Windom,2021/01/06 00:00:00+00,2021/01/07 07:00:35+00,62
-93.262850252162,44.9781480521623,0004XX 3RD ST S,MP2021700034        ,1     ,2021/01/04 00:00:00+00,1241,2021/01/01 00:00:00+00,2021/01/04 12:41:00+00,1530,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/05 00:00:00+00,18615,-93.26285722,44.97815353,-10381973,5618082,Downtown West,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,63
-93.2281483327365,44.9633783611699,0009XX 30TH AVE S,MP2021700035        ,3     ,2021/01/04 00:00:00+00,1309,2020/12/31 00:00:00+00,2021/01/04 13:09:00+00,600,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/05 00:00:00+00,19653,-93.22815625,44.96338454,-10378110,5615758,Seward,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,64
-93.2323344819605,44.9519680145722,0027XX 28TH ST E,MP2021700036        ,3     ,2021/01/04 00:00:00+00,1310,2021/01/04 00:00:00+00,2021/01/04 13:10:00+00,300,THEFT   ,OTHER THEFT                   ,07 ,2021/01/05 00:00:00+00,17399,-93.23233478,44.95197292,-10378576,5613963,Longfellow,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,65
-93.2982708238148,44.9492533529204,,MP2021700041        ,5     ,2021/01/04 00:00:00+00,1402,2021/01/04 00:00:00+00,2021/01/04 14:02:00+00,1100,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/05 00:00:00+00,,-93.29828,44.94926,-10385916,5613536,Lowry Hill East,2021/01/06 00:00:00+00,2021/01/07 07:00:35+00,66
-93.2954231643642,44.9267936636475,0013XX 42ND ST W,MP2021700043        ,5     ,2021/01/04 00:00:00+00,1508,2021/01/04 00:00:00+00,2021/01/04 15:08:00+00,1300,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/05 00:00:00+00,26013,-93.29542432,44.92679543,-10385599,5610004,East Harriet,2021/01/06 00:00:00+00,2021/01/07 07:00:35+00,67
-93.2835923520723,44.9739857229703,0014XX LAUREL AVE ,MP2021700049        ,1     ,2021/01/04 00:00:00+00,1700,2021/01/02 00:00:00+00,2021/01/04 17:00:00+00,1630,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/05 00:00:00+00,21646,-93.2835968,44.9739916,-10384282,5617427,Loring Park,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,68
-93.3082780560799,45.0213675683446,0036XX PENN AVE N,MP2021700050        ,4     ,2021/01/04 00:00:00+00,1721,2020/12/31 00:00:00+00,2021/01/04 17:21:00+00,2330,THEFT   ,OTHER THEFT                   ,07 ,2021/01/05 00:00:00+00,10352,-93.30828599,45.02136805,-10387030,5624886,Cleveland,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,69
-93.2801877371455,44.9850422380653,0006XX 5TH ST N,MP2021700051        ,1     ,2021/01/04 00:00:00+00,1738,2021/01/04 00:00:00+00,2021/01/04 17:38:00+00,615,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/05 00:00:00+00,16909,-93.28019274,44.98504707,-10383903,5619167,North Loop,2021/01/05 00:00:00+00,2021/01/06 07:00:33+00,70
