Date,City Code,City Name,Ward Code,Ward Name,Precinct Code,Precinct Name,Congressional District,State Senate District,State House District,County Commissioner District,Judicial District,Soil and Water Conservation District,Hospital District,Voter Count,Location
12/03/2018 12:00:00 AM,140,St. Paul,5,W-05,1160,ST. PAUL W-5 P-01,4,66,66A,3,2,,,2030,"(44.99003257, -93.14105644)"
12/03/2018 12:00:00 AM,140,St. Paul,3,W-03,920,ST. PAUL W-3 P-09,4,64,64B,5,2,,,2563,"(44.92334053, -93.16702302)"
01/02/2019 12:00:00 AM,140,St. Paul,4,W-04,1000,ST. PAUL W-4 P-01,4,64,64A,4,2,,,1676,"(44.9771813, -93.19051073)"
12/03/2018 12:00:00 AM,160,Spring Lake Park,,,1650,SPRING LAKE PARK P-1R,4,42,42A,1,2,,North Suburban,95,"(45.11311226, -93.22585563)"
12/03/2018 12:00:00 AM,140,St. Paul,1,W-01,550,ST. PAUL W-1 P-02,4,65,65A,4,2,,,2312,"(44.95023354, -93.15686968)"
12/03/2018 12:00:00 AM,140,St. Paul,1,W-01,678,ST. PAUL W-1 P-16,4,66,66B,3,2,,,242,"(44.96827146, -93.1358605)"
01/02/2019 12:00:00 AM,140,St. Paul,2,W-02,810,ST. PAUL W-2 P-14,4,65,65B,5,2,,,1760,"(44.92508561, -93.08765114)"
01/02/2019 12:00:00 AM,90,New Brighton,,,345,NEW BRIGHTON P-4,4,41,41B,2,2,,,2163,"(45.056527, -93.21854774)"
01/02/2019 12:00:00 AM,140,St. Paul,1,W-01,610,ST. PAUL W-1 P-08,4,65,65A,4,2,,,2265,"(44.94851829, -93.11757859)"
01/02/2019 12:00:00 AM,140,St. Paul,2,W-02,790,ST. PAUL W-2 P-12,4,65,65B,5,2,,,1780,"(44.92411322, -93.10730885)"
12/03/2018 12:00:00 AM,140,St. Paul,3,W-03,960,ST. PAUL W-3 P-13,4,64,64B,4,2,,,1883,"(44.93269209, -93.15748988)"
01/02/2019 12:00:00 AM,140,St. Paul,4,W-04,1090,ST. PAUL W-4 P-10,4,64,64A,4,2,,,2109,"(44.9466967, -93.17206454)"
01/02/2019 12:00:00 AM,150,Shoreview,,,1620,SHOREVIEW P-4,4,42,42A,1,2,,,2702,"(45.08611923, -93.13442534)"
12/03/2018 12:00:00 AM,140,St. Paul,4,W-04,1060,ST. PAUL W-4 P-07,4,64,64B,4,2,,,1992,"(44.93798013, -93.19034667)"
12/03/2018 12:00:00 AM,40,Gem Lake,,,80,GEM LAKE P-1,4,42,42B,1,2,,,334,"(45.05796451, -93.04050851)"
01/02/2019 12:00:00 AM,180,White Bear Twp,,,1730,WHITE BEAR TWP P-4,4,38,38B,1,2,,,1316,"(45.07123296, -93.03841139)"
12/03/2018 12:00:00 AM,70,Maplewood,,,180,MAPLEWOOD P-06,4,43,43A,7,2,,,1777,"(45.01627926, -93.04074427)"
12/03/2018 12:00:00 AM,140,St. Paul,2,W-02,760,ST. PAUL W-2 P-09,4,65,65B,5,2,,,2110,"(44.95333643, -93.09306737)"
01/02/2019 12:00:00 AM,180,White Bear Twp,,,1700,WHITE BEAR TWP P-1,4,38,38B,1,2,,,3424,"(45.10719104, -93.04365036)"
01/02/2019 12:00:00 AM,140,St. Paul,6,W-06,1300,ST. PAUL W-6 P-02,4,67,67A,6,2,,,1296,"(44.98428335, -93.05712747)"
12/03/2018 12:00:00 AM,140,St. Paul,2,W-02,770,ST. PAUL W-2 P-10,4,67,67B,5,2,,,96,"(44.96037893, -93.08772901)"
01/02/2019 12:00:00 AM,140,St. Paul,4,W-04,1030,ST. PAUL W-4 P-04,4,64,64A,4,2,,,1884,"(44.95291871, -93.19483588)"
01/02/2019 12:00:00 AM,140,St. Paul,3,W-03,960,ST. PAUL W-3 P-13,4,64,64B,4,2,,,1884,"(44.93269209, -93.15748988)"
12/03/2018 12:00:00 AM,140,St. Paul,1,W-01,580,ST. PAUL W-1 P-05,4,65,65A,4,2,,,1425,"(44.95367788, -93.13647034)"
01/02/2019 12:00:00 AM,80,Mounds View,,,300,MOUNDS VIEW P-2,4,42,42A,1,2,,North Suburban,1537,"(45.11460152, -93.20041148)"
12/03/2018 12:00:00 AM,140,St. Paul,3,W-03,860,ST. PAUL W-3 P-03,4,64,64B,5,2,,,2800,"(44.91509127, -93.19129272)"
12/03/2018 12:00:00 AM,140,St. Paul,1,W-01,610,ST. PAUL W-1 P-08,4,65,65A,4,2,,,2264,"(44.94851829, -93.11757859)"
12/03/2018 12:00:00 AM,140,St. Paul,6,W-06,1390,ST. PAUL W-6 P-11,4,67,67A,7,2,,,1728,"(44.98687722, -93.01446586)"
01/02/2019 12:00:00 AM,140,St. Paul,1,W-01,640,ST. PAUL W-1 P-11,4,65,65A,4,2,,,1203,"(44.95345181, -93.11557741)"
12/03/2018 12:00:00 AM,150,Shoreview,,,1620,SHOREVIEW P-4,4,42,42A,1,2,,,2706,"(45.08611923, -93.13442534)"
01/02/2019 12:00:00 AM,140,St. Paul,7,W-07,1440,ST. PAUL W-7 P-02,4,67,67A,6,2,,,1333,"(44.96463965, -93.04034299)"
01/02/2019 12:00:00 AM,140,St. Paul,1,W-01,678,ST. PAUL W-1 P-16,4,66,66B,3,2,,,241,"(44.96827146, -93.1358605)"
12/03/2018 12:00:00 AM,110,North St. Paul,,,400,NORTH ST. PAUL P-2,4,43,43B,7,2,,,1636,"(45.01709768, -93.00251569)"
12/03/2018 12:00:00 AM,140,St. Paul,5,W-05,1200,ST. PAUL W-5 P-05,4,66,66B,3,2,,,1908,"(44.98277307, -93.09671743)"
12/03/2018 12:00:00 AM,140,St. Paul,7,W-07,1430,ST. PAUL W-7 P-01,4,67,67B,5,2,,,2248,"(44.95762338, -93.06913153)"
12/03/2018 12:00:00 AM,140,St. Paul,2,W-02,790,ST. PAUL W-2 P-12,4,65,65B,5,2,,,1783,"(44.92411322, -93.10730885)"
01/02/2019 12:00:00 AM,150,Shoreview,,,1630,SHOREVIEW P-5,4,42,42A,1,2,,,4016,"(45.11111019, -93.13098635)"
12/03/2018 12:00:00 AM,90,New Brighton,,,330,NEW BRIGHTON P-1,4,41,41B,2,2,,,1753,"(45.04246437, -93.19462754)"
01/02/2019 12:00:00 AM,140,St. Paul,5,W-05,1210,ST. PAUL W-5 P-06,4,65,65A,3,2,,,1936,"(44.97378683, -93.11615762)"
12/03/2018 12:00:00 AM,140,St. Paul,3,W-03,970,ST. PAUL W-3 P-14,4,64,64B,5,2,,,3689,"(44.92210007, -93.15251731)"
12/03/2018 12:00:00 AM,140,St. Paul,7,W-07,1530,ST. PAUL W-7 P-11,4,67,67B,6,2,,,1368,"(44.9539923, -93.0148491)"
01/02/2019 12:00:00 AM,60,Little Canada,,,110,LITTLE CANADA P-2,4,42,42B,2,2,,,2373,"(45.016509, -93.084087)"
12/03/2018 12:00:00 AM,190,White Bear Lake,2,W-02,1750,WHITE BEAR LAKE W-2 P-1,4,38,38B,7,2,,,3422,"(45.08996792, -93.01452844)"
12/03/2018 12:00:00 AM,140,St. Paul,5,W-05,1210,ST. PAUL W-5 P-06,4,65,65A,3,2,,,1941,"(44.97378683, -93.11615762)"
12/03/2018 12:00:00 AM,140,St. Paul,3,W-03,940,ST. PAUL W-3 P-11,4,64,64B,5,2,,,2024,"(44.89945014, -93.1584212)"
12/03/2018 12:00:00 AM,140,St. Paul,4,W-04,1090,ST. PAUL W-4 P-10,4,64,64A,4,2,,,2041,"(44.9466967, -93.17206454)"
01/02/2019 12:00:00 AM,140,St. Paul,3,W-03,940,ST. PAUL W-3 P-11,4,64,64B,5,2,,,2017,"(44.89945014, -93.1584212)"
12/03/2018 12:00:00 AM,100,North Oaks,,,380,NORTH OAKS P-2,4,38,38B,1,2,,,1933,"(45.10668431, -93.07658149)"
12/03/2018 12:00:00 AM,120,Roseville,,,480,ROSEVILLE P-06,4,66,66A,2,2,,,2060,"(45.01144208, -93.16360794)"
12/03/2018 12:00:00 AM,140,St. Paul,1,W-01,570,ST. PAUL W-1 P-04,4,65,65A,3,2,,,1426,"(44.95753652, -93.1364746)"
12/03/2018 12:00:00 AM,140,St. Paul,3,W-03,950,ST. PAUL W-3 P-12,4,64,64A,4,2,,,1838,"(44.93821922, -93.15908168)"
12/03/2018 12:00:00 AM,180,White Bear Twp,,,1720,WHITE BEAR TWP P-3,4,38,38B,1,2,,,867,"(45.07824363, -92.99480962)"
12/03/2018 12:00:00 AM,180,White Bear Twp,,,1730,WHITE BEAR TWP P-4,4,38,38B,1,2,,,1315,"(45.07123296, -93.03841139)"
12/03/2018 12:00:00 AM,30,Falcon Heights,,,70,FALCON HEIGHTS P-2,4,66,66A,3,2,,,1715,"(44.99361246, -93.16162357)"
01/02/2019 12:00:00 AM,140,St. Paul,1,W-01,670,ST. PAUL W-1 P-14,4,65,65B,5,2,,,998,"(44.95981937, -93.09863492)"
12/03/2018 12:00:00 AM,140,St. Paul,1,W-01,660,ST. PAUL W-1 P-13,4,64,64A,4,2,,,1195,"(44.94340805, -93.1212741)"
01/02/2019 12:00:00 AM,140,St. Paul,6,W-06,1370,ST. PAUL W-6 P-09,4,67,67A,6,2,,,2458,"(44.97177384, -93.02110681)"
01/02/2019 12:00:00 AM,140,St. Paul,2,W-02,700,ST. PAUL W-2 P-03,4,65,65B,5,2,,,2703,"(44.91896552, -93.13527831)"
12/03/2018 12:00:00 AM,70,Maplewood,,,130,MAPLEWOOD P-01,4,43,43A,7,2,,,2068,"(44.99783309, -93.08924696)"
12/03/2018 12:00:00 AM,70,Maplewood,,,150,MAPLEWOOD P-03,4,43,43A,7,2,,,1862,"(44.99971138, -93.05119151)"
12/03/2018 12:00:00 AM,80,Mounds View,,,290,MOUNDS VIEW P-1,4,42,42A,1,2,,North Suburban,2131,"(45.11578186, -93.21809568)"
01/02/2019 12:00:00 AM,30,Falcon Heights,,,60,FALCON HEIGHTS P-1,4,66,66A,3,2,,,1488,"(44.98920852, -93.18006124)"
01/02/2019 12:00:00 AM,90,New Brighton,,,365,NEW BRIGHTON P-8,4,41,41A,2,2,,,1969,"(45.08835995, -93.21504171)"
01/02/2019 12:00:00 AM,140,St. Paul,5,W-05,1160,ST. PAUL W-5 P-01,4,66,66A,3,2,,,2070,"(44.99003257, -93.14105644)"
01/02/2019 12:00:00 AM,140,St. Paul,1,W-01,675,ST. PAUL W-1 P-15,4,65,65A,3,2,,,768,"(44.96742008, -93.11525899)"
01/02/2019 12:00:00 AM,10,Arden Hills,,,30,ARDEN HILLS P-3,4,42,42A,1,2,,,2092,"(45.08639736, -93.16649465)"
01/02/2019 12:00:00 AM,140,St. Paul,5,W-05,1190,ST. PAUL W-5 P-04,4,66,66B,3,2,,,3620,"(44.98458545, -93.11604465)"
01/02/2019 12:00:00 AM,190,White Bear Lake,3,W-03,1765,WHITE BEAR LAKE W-3 P-2,4,43,43A,7,2,,,394,"(45.05558011, -93.00112548)"
01/02/2019 12:00:00 AM,20,Blaine,1,W-01,50,BLAINE W-1 P-9,4,42,42A,1,2,,North Suburban,0,"(45.12164971, -93.19366559)"
01/02/2019 12:00:00 AM,170,Vadnais Heights,,,1670,VADNAIS HEIGHTS P-2,4,42,42B,1,2,,,2473,"(45.0709739, -93.06783954)"
01/02/2019 12:00:00 AM,140,St. Paul,7,W-07,1530,ST. PAUL W-7 P-11,4,67,67B,6,2,,,1355,"(44.9539923, -93.0148491)"
12/03/2018 12:00:00 AM,10,Arden Hills,,,30,ARDEN HILLS P-3,4,42,42A,1,2,,,2096,"(45.08639736, -93.16649465)"
12/03/2018 12:00:00 AM,150,Shoreview,,,1640,SHOREVIEW P-6,4,42,42A,1,2,,,2837,"(45.11605468, -93.16860974)"
12/03/2018 12:00:00 AM,140,St. Paul,4,W-04,1110,ST. PAUL W-4 P-12,4,66,66B,3,2,,,1770,"(44.97705294, -93.15409814)"
12/03/2018 12:00:00 AM,90,New Brighton,,,345,NEW BRIGHTON P-4,4,41,41B,2,2,,,2162,"(45.056527, -93.21854774)"
12/03/2018 12:00:00 AM,90,New Brighton,,,350,NEW BRIGHTON P-5,4,41,41A,2,2,,,1728,"(45.07419009, -93.19725448)"
01/02/2019 12:00:00 AM,140,St. Paul,5,W-05,1170,ST. PAUL W-5 P-02,4,66,66B,3,2,,,2526,"(44.98262571, -93.13390972)"
12/03/2018 12:00:00 AM,140,St. Paul,7,W-07,1470,ST. PAUL W-7 P-05,4,67,67B,5,2,,,1428,"(44.92171886, -93.03510604)"
01/02/2019 12:00:00 AM,140,St. Paul,5,W-05,1200,ST. PAUL W-5 P-05,4,66,66B,3,2,,,1904,"(44.98277307, -93.09671743)"
01/02/2019 12:00:00 AM,120,Roseville,,,450,ROSEVILLE P-03,4,42,42B,2,2,,,3104,"(45.0282747, -93.14714187)"
01/02/2019 12:00:00 AM,140,St. Paul,2,W-02,820,ST. PAUL W-2 P-15,4,65,65B,5,2,,,2832,"(44.9329321, -93.06829475)"
01/02/2019 12:00:00 AM,120,Roseville,,,460,ROSEVILLE P-04,4,42,42B,2,2,,,3437,"(45.02774302, -93.1210191)"
01/02/2019 12:00:00 AM,190,White Bear Lake,1,W-01,1740,WHITE BEAR LAKE W-1 P-1,4,38,38B,7,2,,,2926,"(45.080567, -93.023119)"
01/02/2019 12:00:00 AM,140,St. Paul,1,W-01,660,ST. PAUL W-1 P-13,4,64,64A,4,2,,,1195,"(44.94340805, -93.1212741)"
12/03/2018 12:00:00 AM,140,St. Paul,2,W-02,810,ST. PAUL W-2 P-14,4,65,65B,5,2,,,1773,"(44.92508561, -93.08765114)"
12/03/2018 12:00:00 AM,170,Vadnais Heights,,,1660,VADNAIS HEIGHTS P-1,4,42,42B,1,2,,,1690,"(45.06983656, -93.09378812)"
12/03/2018 12:00:00 AM,120,Roseville,,,450,ROSEVILLE P-03,4,42,42B,2,2,,,3105,"(45.0282747, -93.14714187)"
01/02/2019 12:00:00 AM,140,St. Paul,7,W-07,1480,ST. PAUL W-7 P-06,4,67,67B,6,2,,,1484,"(44.95994567, -93.03546738)"
01/02/2019 12:00:00 AM,140,St. Paul,2,W-02,720,ST. PAUL W-2 P-05,4,65,65B,5,2,,,2436,"(44.93110667, -93.12681418)"
12/03/2018 12:00:00 AM,140,St. Paul,5,W-05,1190,ST. PAUL W-5 P-04,4,66,66B,3,2,,,3633,"(44.98458545, -93.11604465)"
12/03/2018 12:00:00 AM,140,St. Paul,1,W-01,650,ST. PAUL W-1 P-12,4,65,65B,4,2,,,349,"(44.94501034, -93.11281195)"
12/03/2018 12:00:00 AM,140,St. Paul,2,W-02,740,ST. PAUL W-2 P-07,4,65,65B,5,2,,,2296,"(44.93630023, -93.10781478)"
01/02/2019 12:00:00 AM,140,St. Paul,3,W-03,920,ST. PAUL W-3 P-09,4,64,64B,5,2,,,2558,"(44.92334053, -93.16702302)"
12/03/2018 12:00:00 AM,10,Arden Hills,,,10,ARDEN HILLS P-1,4,42,42A,1,2,,,2558,"(45.04370619, -93.16585843)"
01/02/2019 12:00:00 AM,70,Maplewood,,,150,MAPLEWOOD P-03,4,43,43A,7,2,,,1846,"(44.99971138, -93.05119151)"
01/02/2019 12:00:00 AM,140,St. Paul,6,W-06,1290,ST. PAUL W-6 P-01,4,66,66B,6,2,,,1458,"(44.98715479, -93.07129207)"
12/03/2018 12:00:00 AM,140,St. Paul,7,W-07,1520,ST. PAUL W-7 P-10,4,67,67B,6,2,,,1472,"(44.95990776, -93.01515897)"
12/03/2018 12:00:00 AM,140,St. Paul,2,W-02,720,ST. PAUL W-2 P-05,4,65,65B,5,2,,,2448,"(44.93110667, -93.12681418)"
01/02/2019 12:00:00 AM,70,Maplewood,,,210,MAPLEWOOD P-09,4,43,43B,7,2,,,1354,"(44.9915351, -92.99560521)"
01/02/2019 12:00:00 AM,70,Maplewood,,,140,MAPLEWOOD P-02,4,43,43A,7,2,,,1825,"(45.00520209, -93.07256191)"
01/02/2019 12:00:00 AM,90,New Brighton,,,330,NEW BRIGHTON P-1,4,41,41B,2,2,,,1757,"(45.04246437, -93.19462754)"
01/02/2019 12:00:00 AM,140,St. Paul,3,W-03,900,ST. PAUL W-3 P-07,4,64,64A,4,2,,,1517,"(44.93791317, -93.17212112)"
12/03/2018 12:00:00 AM,150,Shoreview,,,1580,SHOREVIEW P-1,4,42,42B,1,2,,,1412,"(45.03946796, -93.12660951)"
12/03/2018 12:00:00 AM,140,St. Paul,4,W-04,1080,ST. PAUL W-4 P-09,4,64,64A,4,2,,,1746,"(44.95897439, -93.17972776)"
01/02/2019 12:00:00 AM,140,St. Paul,5,W-05,1250,ST. PAUL W-5 P-10,4,67,67B,5,2,,,658,"(44.9631698, -93.08273582)"
01/02/2019 12:00:00 AM,80,Mounds View,,,320,MOUNDS VIEW P-4,4,42,42A,2,2,,North Suburban,1332,"(45.09808371, -93.19537878)"
01/02/2019 12:00:00 AM,140,St. Paul,2,W-02,750,ST. PAUL W-2 P-08,4,65,65B,5,2,,,1307,"(44.94631273, -93.10327227)"
12/03/2018 12:00:00 AM,140,St. Paul,2,W-02,680,ST. PAUL W-2 P-01,4,64,64A,4,2,,,1655,"(44.93632556, -93.14537878)"
12/03/2018 12:00:00 AM,130,St. Anthony,,,530,ST ANTHONY P-1,5,41,41B,2,2,,,2236,"(45.04153919, -93.21913554)"
01/02/2019 12:00:00 AM,190,White Bear Lake,4,W-04,1770,WHITE BEAR LAKE W-4 P-1,4,43,43A,7,2,,,2814,"(45.04556271, -92.99431657)"
03/12/2018 12:00:00 AM,,,,,220,MAPLEWOOD P-10,,,,,,,,1139,
01/02/2019 12:00:00 AM,80,Mounds View,,,290,MOUNDS VIEW P-1,4,42,42A,1,2,,North Suburban,2125,"(45.11578186, -93.21809568)"
12/03/2018 12:00:00 AM,140,St. Paul,7,W-07,1500,ST. PAUL W-7 P-08,4,67,67B,6,2,,,1799,"(44.94866813, -93.02490382)"
12/03/2018 12:00:00 AM,170,Vadnais Heights,,,1680,VADNAIS HEIGHTS P-3,4,42,42B,1,2,,,2119,"(45.05396739, -93.08166184)"
01/02/2019 12:00:00 AM,90,New Brighton,,,335,NEW BRIGHTON P-2,4,41,41B,2,2,,,1141,"(45.04650826, -93.21322521)"
01/02/2019 12:00:00 AM,140,St. Paul,2,W-02,690,ST. PAUL W-2 P-02,4,64,64A,4,2,,,1761,"(44.93647138, -93.13541492)"
01/02/2019 12:00:00 AM,140,St. Paul,1,W-01,550,ST. PAUL W-1 P-02,4,65,65A,4,2,,,2305,"(44.95023354, -93.15686968)"
12/03/2018 12:00:00 AM,140,St. Paul,3,W-03,840,ST. PAUL W-3 P-01,4,64,64B,4,2,,,2135,"(44.92810952, -93.19439107)"
01/02/2019 12:00:00 AM,190,White Bear Lake,3,W-03,1760,WHITE BEAR LAKE W-3 P-1,4,38,38B,7,2,,,2672,"(45.0619086, -93.00948446)"
01/02/2019 12:00:00 AM,110,North St. Paul,,,400,NORTH ST. PAUL P-2,4,43,43B,7,2,,,1630,"(45.01709768, -93.00251569)"
12/03/2018 12:00:00 AM,140,St. Paul,4,W-04,1120,ST. PAUL W-4 P-13,4,66,66B,3,2,,,1650,"(44.96592965, -93.15770817)"
12/03/2018 12:00:00 AM,150,Shoreview,,,1610,SHOREVIEW P-3,4,42,42A,1,2,,,3601,"(45.07272188, -93.12868815)"
01/02/2019 12:00:00 AM,140,St. Paul,2,W-02,710,ST. PAUL W-2 P-04,4,64,64A,4,2,,,1599,"(44.93878584, -93.12451155)"
01/02/2019 12:00:00 AM,180,White Bear Twp,,,1710,WHITE BEAR TWP P-2,4,38,38B,1,2,,,2519,"(45.11125061, -92.99981571)"
01/02/2019 12:00:00 AM,110,North St. Paul,,,420,NORTH ST. PAUL P-4,4,43,43B,7,2,,,1769,"(45.02487933, -92.99826011)"
12/03/2018 12:00:00 AM,90,New Brighton,,,335,NEW BRIGHTON P-2,4,41,41B,2,2,,,1146,"(45.04650826, -93.21322521)"
12/03/2018 12:00:00 AM,140,St. Paul,5,W-05,1170,ST. PAUL W-5 P-02,4,66,66B,3,2,,,2528,"(44.98262571, -93.13390972)"
12/03/2018 12:00:00 AM,140,St. Paul,6,W-06,1330,ST. PAUL W-6 P-05,4,67,67A,6,2,,,2274,"(44.97112269, -93.05301931)"
04/05/2019 12:00:00 AM,080,Mounds View,,,0300,MOUNDS VIEW P-2,4,42,42A,01,02,,North Suburban,1478,"(45.11460152, -93.20041148)"
04/05/2019 12:00:00 AM,090,New Brighton,,,0360,NEW BRIGHTON P-7,4,41,41A,02,02,,,2055,"(45.07221823, -93.21025161)"
04/05/2019 12:00:00 AM,140,St. Paul,05,W-05,1250,ST. PAUL W-5 P-10,4,67,67B,05,02,,,650,"(44.9631698, -93.08273582)"
04/05/2019 12:00:00 AM,030,Falcon Heights,,,0060,FALCON HEIGHTS P-1,4,66,66A,03,02,,,1418,"(44.98920852, -93.18006124)"
04/05/2019 12:00:00 AM,140,St. Paul,07,W-07,1490,ST. PAUL W-7 P-07,4,67,67B,06,02,,,1237,"(44.95442457, -93.0359483)"
04/05/2019 12:00:00 AM,140,St. Paul,04,W-04,1060,ST. PAUL W-4 P-07,4,64,64B,04,02,,,1906,"(44.93798013, -93.19034667)"
04/05/2019 12:00:00 AM,140,St. Paul,07,W-07,1430,ST. PAUL W-7 P-01,4,67,67B,05,02,,,2164,"(44.95762338, -93.06913153)"
04/05/2019 12:00:00 AM,140,St. Paul,03,W-03,0900,ST. PAUL W-3 P-07,4,64,64A,04,02,,,1416,"(44.93791317, -93.17212112)"
04/05/2019 12:00:00 AM,140,St. Paul,05,W-05,1220,ST. PAUL W-5 P-07,4,65,65B,03,02,,,1186,"(44.970536, -93.0980267)"
04/05/2019 12:00:00 AM,140,St. Paul,05,W-05,1190,ST. PAUL W-5 P-04,4,66,66B,03,02,,,3538,"(44.98458545, -93.11604465)"
04/05/2019 12:00:00 AM,070,Maplewood,,,0160,MAPLEWOOD P-04,4,43,43B,07,02,,,1748,"(44.99710856, -93.0236624)"
04/05/2019 12:00:00 AM,140,St. Paul,07,W-07,1470,ST. PAUL W-7 P-05,4,67,67B,05,02,,,1383,"(44.92171886, -93.03510604)"
04/05/2019 12:00:00 AM,190,White Bear Lake,01,W-01,1740,WHITE BEAR LAKE W-1 P-1,4,38,38B,07,02,,,2855,"(45.080567, -93.023119)"
04/05/2019 12:00:00 AM,140,St. Paul,01,W-01,0590,ST. PAUL W-1 P-06,4,65,65A,04,02,,,2752,"(44.94829766, -93.13644677)"
04/05/2019 12:00:00 AM,070,Maplewood,,,0170,MAPLEWOOD P-05,4,43,43A,07,02,,,1335,"(45.00821477, -93.03203585)"
04/05/2019 12:00:00 AM,140,St. Paul,03,W-03,0870,ST. PAUL W-3 P-04,4,64,64B,05,02,,,1392,"(44.92249045, -93.18229521)"
04/05/2019 12:00:00 AM,140,St. Paul,02,W-02,0680,ST. PAUL W-2 P-01,4,64,64A,04,02,,,1615,"(44.93632556, -93.14537878)"
04/05/2019 12:00:00 AM,150,Shoreview,,,1610,SHOREVIEW P-3,4,42,42A,01,02,,,3548,"(45.07272188, -93.12868815)"
04/05/2019 12:00:00 AM,060,Little Canada,,,0110,LITTLE CANADA P-2,4,42,42B,02,02,,,2333,"(45.016509, -93.084087)"
04/05/2019 12:00:00 AM,140,St. Paul,02,W-02,0740,ST. PAUL W-2 P-07,4,65,65B,05,02,,,2238,"(44.93630023, -93.10781478)"
04/05/2019 12:00:00 AM,140,St. Paul,03,W-03,0920,ST. PAUL W-3 P-09,4,64,64B,05,02,,,2519,"(44.92334053, -93.16702302)"
04/05/2019 12:00:00 AM,140,St. Paul,03,W-03,0890,ST. PAUL W-3 P-06,4,64,64B,05,02,,,2156,"(44.90708124, -93.17976168)"
04/05/2019 12:00:00 AM,140,St. Paul,06,W-06,1390,ST. PAUL W-6 P-11,4,67,67A,07,02,,,1673,"(44.98687722, -93.01446586)"
04/05/2019 12:00:00 AM,010,Arden Hills,,,0020,ARDEN HILLS P-2,4,42,42A,01,02,,,1373,"(45.05832386, -93.1700117)"
04/05/2019 12:00:00 AM,110,North St. Paul,,,0410,NORTH ST. PAUL P-3,4,43,43B,07,02,,,1816,"(45.00241075, -92.99705695)"
04/05/2019 12:00:00 AM,140,St. Paul,04,W-04,1110,ST. PAUL W-4 P-12,4,66,66B,03,02,,,1714,"(44.97705294, -93.15409814)"
04/05/2019 12:00:00 AM,120,Roseville,,,0520,ROSEVILLE P-10,4,66,66A,02,02,,,2195,"(44.99943622, -93.12255446)"
04/05/2019 12:00:00 AM,030,Falcon Heights,,,0070,FALCON HEIGHTS P-2,4,66,66A,03,02,,,1694,"(44.99361246, -93.16162357)"
06/04/2019 12:00:00 AM,140,St. Paul,02,W-02,0680,ST. PAUL W-2 P-01,4,64,64A,04,02,,,1617,"(44.93632556, -93.14537878)"
06/04/2019 12:00:00 AM,140,St. Paul,07,W-07,1460,ST. PAUL W-7 P-04,4,67,67B,06,02,,,935,"(44.95449412, -93.0543549)"
06/04/2019 12:00:00 AM,140,St. Paul,04,W-04,1030,ST. PAUL W-4 P-04,4,64,64A,04,02,,,1842,"(44.95291871, -93.19483588)"
06/04/2019 12:00:00 AM,010,Arden Hills,,,0010,ARDEN HILLS P-1,4,42,42A,01,02,,,2518,"(45.04370619, -93.16585843)"
06/04/2019 12:00:00 AM,140,St. Paul,03,W-03,0880,ST. PAUL W-3 P-05,4,64,64B,05,02,,,1948,"(44.89805101, -93.18131927)"
06/04/2019 12:00:00 AM,140,St. Paul,05,W-05,1180,ST. PAUL W-5 P-03,4,66,66B,03,02,,,2073,"(44.97534649, -93.1387175)"
06/04/2019 12:00:00 AM,030,Falcon Heights,,,0070,FALCON HEIGHTS P-2,4,66,66A,03,02,,,1694,"(44.99361246, -93.16162357)"
06/04/2019 12:00:00 AM,140,St. Paul,05,W-05,1230,ST. PAUL W-5 P-08,4,66,66B,03,02,,,2411,"(44.9846319, -93.08261376)"
06/04/2019 12:00:00 AM,060,Little Canada,,,0120,LITTLE CANADA P-3,4,42,42B,02,02,,,1603,"(45.02129174, -93.08453137)"
06/04/2019 12:00:00 AM,140,St. Paul,01,W-01,0570,ST. PAUL W-1 P-04,4,65,65A,03,02,,,1377,"(44.95753652, -93.1364746)"
06/04/2019 12:00:00 AM,140,St. Paul,07,W-07,1500,ST. PAUL W-7 P-08,4,67,67B,06,02,,,1742,"(44.94866813, -93.02490382)"
06/04/2019 12:00:00 AM,150,Shoreview,,,1640,SHOREVIEW P-6,4,42,42A,01,02,,,2793,"(45.11605468, -93.16860974)"
06/04/2019 12:00:00 AM,120,Roseville,,,0430,ROSEVILLE P-01,4,66,66A,02,02,,,2253,"(45.02834867, -93.18745002)"
06/04/2019 12:00:00 AM,080,Mounds View,,,0290,MOUNDS VIEW P-1,4,42,42A,01,02,,North Suburban,2088,"(45.11578186, -93.21809568)"
06/04/2019 12:00:00 AM,100,North Oaks,,,0380,NORTH OAKS P-2,4,38,38B,01,02,,,1916,"(45.10668431, -93.07658149)"
06/04/2019 12:00:00 AM,080,Mounds View,,,0300,MOUNDS VIEW P-2,4,42,42A,01,02,,North Suburban,1474,"(45.11460152, -93.20041148)"
06/04/2019 12:00:00 AM,130,St. Anthony,,,0530,ST ANTHONY P-1,5,41,41B,02,02,,,2123,"(45.04153919, -93.21913554)"
06/04/2019 12:00:00 AM,070,Maplewood,,,0160,MAPLEWOOD P-04,4,43,43B,07,02,,,1726,"(44.99710856, -93.0236624)"
06/04/2019 12:00:00 AM,140,St. Paul,04,W-04,1120,ST. PAUL W-4 P-13,4,66,66B,03,02,,,1561,"(44.96592965, -93.15770817)"
06/04/2019 12:00:00 AM,140,St. Paul,06,W-06,1310,ST. PAUL W-6 P-03,4,67,67A,06,02,,,1578,"(44.98855694, -93.04304756)"
