Address,Latitude,Longitude,TotalMemberHH
"396 FARRINGTON ST, ST PAUL, MN, 55103",44.9537995,-93.1132672,1.0
"396 LAFOND AVE, ST PAUL, MN, 55103",44.9600831,-93.1169491,2.0
"396 LAUREL AVE, ST PAUL, MN, 55102",44.9452722,-93.1168583,2.0
"396 LEXINGTON PKWY N, ST PAUL, MN, 55104",44.95317989999999,-93.1462442,1.0
"396 SHERBURNE AVE, ST PAUL, MN, 55103",44.956482,-93.1167565,3.0
"396 VANBUREN AVE, ST PAUL, MN, 55103",44.9618694,-93.1169079,1.0
"396 VIRGINIA ST, ST PAUL, MN, 55103",44.9535719,-93.114485,1.0
"397 ASHLAND AVE, ST PAUL, MN, 55102",44.944622,-93.116782,2.0
"397 BURGESS ST, ST PAUL, MN, 55117",44.9685704,-93.1170089,1.0
"397 FARRINGTON ST, ST PAUL, MN, 55103",44.9538026,-93.1132672,1.0
"397 SHERBURNE AVE, ST PAUL, MN, 55103",44.95689609999999,-93.1169328,3.0
"397 THOMAS AVE, ST PAUL, MN, 55103",44.95957250000001,-93.11697209999998,1.0
"397 UNIVERSITY AVE W, ST PAUL, MN, 55103",44.95602179999999,-93.1169328,1.0
"397 VIRGINIA ST, ST PAUL, MN, 55103",44.9535655,-93.1149439,1.0
"398 BLAIR AVE, ST PAUL, MN, 55103",44.9609613,-93.116809,2.0
"398 CENTRAL AVE W, ST PAUL, MN, 55103",44.95293729999999,-93.1168727,1.0
"398 FARRINGTON ST, ST PAUL, MN, 55103",44.9538135,-93.1132669,2.0
"398 MINNEHAHA AVE W, ST PAUL, MN, 55103",44.9627785,-93.1169676,3.0
"398 VIRGINIA ST, ST PAUL, MN, 55103",44.9535747,-93.114485,1.0
"399 ASHLAND AVE, ST PAUL, MN, 55102",44.944698,-93.116984,8.0
"399 BLAIR AVE, ST PAUL, MN, 55103",44.96134,-93.11694849999999,5.0
"399 CHARLES AVE, ST PAUL, MN, 55103",44.9577698,-93.11695259999999,1.0
"399 FARRINGTON ST, ST PAUL, MN, 55103",44.9538174,-93.1132669,1.0
"399 THOMAS AVE, ST PAUL, MN, 55103",44.9595682,-93.1171288,1.0
"399 VIRGINIA ST, ST PAUL, MN, 55103",44.9535679,-93.11494379999999,2.0
"40 MOUNT AIRY ST, ST PAUL, MN, 55130",44.959157,-93.0977713,4.0
"400 AURORA AVE, ST PAUL, MN, 55103",44.9546976,-93.11740290000002,1.0
"400 BLAIR AVE, ST PAUL, MN, 55103",44.960957,-93.1169657,2.0
"400 CENTRAL AVE W, ST PAUL, MN, 55103",44.95293789999999,-93.1169637,1.0
"400 CHARLES AVE, ST PAUL, MN, 55103",44.95733320000001,-93.1169328,3.0
"400 FARRINGTON ST, ST PAUL, MN, 55103",44.95382739999999,-93.11326660000002,3.0
"400 GROTTO ST N, ST PAUL, MN, 55104",44.9532555,-93.131229,1.0
"400 LAUREL AVE, ST PAUL, MN, 55102",44.94518239999999,-93.1169524,2.0
"400 MARSHALL AVE, ST PAUL, MN, 55102",44.9482961,-93.1170112,15.0
"400 SELBY AVE, ST PAUL, MN, 55102",44.94626969999999,-93.1178338,102.0
"400 VIRGINIA ST, ST PAUL, MN, 55103",44.95357749999999,-93.1144849,2.0
"400 WESTERN AVE N, ST PAUL, MN, 55103",44.9528296,-93.1150917,11.0
"401 ASHLAND AVE, ST PAUL, MN, 55102",44.9445749,-93.1170358,6.0
"401 CENTRAL AVE W, ST PAUL, MN, 55103",44.9534675,-93.1170895,1.0
"401 CHARLES AVE, ST PAUL, MN, 55103",44.9577843,-93.1170917,3.0
"401 FARRINGTON ST, ST PAUL, MN, 55103",44.95383220000001,-93.11326660000002,2.0
"401 LAFOND AVE, ST PAUL, MN, 55103",44.9604795,-93.1171102,2.0
"401 ST ALBANS ST N, ST PAUL, MN, 55104",44.9532395,-93.1290929,1.0
"401 VIRGINIA ST, ST PAUL, MN, 55103",44.9535704,-93.11494379999999,1.0
"402 BLAIR AVE, ST PAUL, MN, 55103",44.9609901,-93.1170872,1.0
"402 CENTRAL AVE W, ST PAUL, MN, 55103",44.9529162,-93.1170436,1.0
"402 CHARLES AVE, ST PAUL, MN, 55103",44.9573831,-93.1171091,1.0
"402 DAYTON AVE, ST PAUL, MN, 55102",44.94718320000001,-93.1170699,3.0
"402 FARRINGTON ST, ST PAUL, MN, 55103",44.95384139999999,-93.1132664,2.0
"402 LAFOND AVE, ST PAUL, MN, 55103",44.96009650000001,-93.11712740000002,1.0
"402 LAUREL AVE, ST PAUL, MN, 55102",44.94512,-93.117129,2.0
"402 LEXINGTON PKWY N, ST PAUL, MN, 55104",44.9533444,-93.1462246,4.0
"402 MARSHALL AVE, ST PAUL, MN, 55102",44.9482897,-93.1172462,2.0
"402 SHERBURNE AVE, ST PAUL, MN, 55103",44.9564724,-93.1171091,3.0
"402 VIRGINIA ST, ST PAUL, MN, 55103",44.9535803,-93.1144849,1.0
"403 BLAIR AVE, ST PAUL, MN, 55103",44.9613544,-93.11708759999999,2.0
"403 BURGESS ST, ST PAUL, MN, 55117",44.968638,-93.117147,1.0
"403 FARRINGTON ST, ST PAUL, MN, 55103",44.9538471,-93.11326629999999,1.0
"403 LAUREL AVE, ST PAUL, MN, 55102",44.9455998,-93.1170112,2.0
"403 PORTLAND AVE, ST PAUL, MN, 55102",44.942614,-93.1169328,1.0
"403 ST ANTHONY AVE, ST PAUL, MN, 55103",44.9525352,-93.11654109999999,7.0
"403 VANBUREN AVE, ST PAUL, MN, 55103",44.9622657,-93.117069,2.0
"403 VIRGINIA ST, ST PAUL, MN, 55103",44.9535728,-93.1149437,1.0
"404 AURORA AVE, ST PAUL, MN, 55103",44.95456840000001,-93.1174617,1.0
"404 CHARLES AVE, ST PAUL, MN, 55103",44.9573777,-93.117305,1.0
"404 DAYTON AVE, ST PAUL, MN, 55102",44.947132,-93.117248,4.0
"404 FARRINGTON ST, ST PAUL, MN, 55103",44.95385539999999,-93.11326609999999,2.0
"404 FRONT AVE, ST PAUL, MN, 55117",44.969921,-93.1172799,1.0
"404 GROTTO ST N, ST PAUL, MN, 55104",44.9532794,-93.1311369,1.0
"404 LAUREL AVE, ST PAUL, MN, 55102",44.9451322,-93.1171877,2.0
"404 VIRGINIA ST, ST PAUL, MN, 55103",44.9535832,-93.1144848,1.0
"405 ASHLAND AVE, ST PAUL, MN, 55102",44.944697,-93.117177,1.0
"405 FARRINGTON ST, ST PAUL, MN, 55103",44.9538619,-93.113266,2.0
"405 PORTLAND AVE, ST PAUL, MN, 55102",44.9426076,-93.1171679,3.0
"405 ST ALBANS ST N, ST PAUL, MN, 55104",44.95334620000001,-93.1290858,3.0
"405 VANBUREN AVE, ST PAUL, MN, 55103",44.9622604,-93.1172649,2.0
"405 VIRGINIA ST, ST PAUL, MN, 55103",44.9535752,-93.1149437,1.0
"405 WESTERN AVE N, ST PAUL, MN, 55103",44.95368759999999,-93.1163648,2.0
"406 CENTRAL AVE W, ST PAUL, MN, 55103",44.9529386,-93.1172393,1.0
"406 DAYTON AVE, ST PAUL, MN, 55102",44.9472122,-93.1173442,3.0
"406 FARRINGTON ST, ST PAUL, MN, 55103",44.9533047,-93.113458,2.0
"406 LAFOND AVE, ST PAUL, MN, 55103",44.9600383,-93.1172586,2.0
"406 LAUREL AVE, ST PAUL, MN, 55102",44.94515620000001,-93.1172462,2.0
"406 MINNEHAHA AVE W, ST PAUL, MN, 55103",44.962771,-93.1172419,3.0
"406 SHERBURNE AVE, ST PAUL, MN, 55103",44.9564681,-93.1172658,4.0
"406 VANBUREN AVE, ST PAUL, MN, 55103",44.9618566,-93.1173781,2.0
"407 CHARLES AVE, ST PAUL, MN, 55103",44.95778,-93.1172484,1.0
"407 FARRINGTON ST, ST PAUL, MN, 55103",44.9538767,-93.1132657,1.0
"407 LAUREL AVE, ST PAUL, MN, 55102",44.9456133,-93.1171875,3.0
"407 SHERBURNE AVE, ST PAUL, MN, 55103",44.9568688,-93.1172658,3.0
"407 THOMAS AVE, ST PAUL, MN, 55103",44.959625,-93.117257,2.0
"408 AURORA AVE, ST PAUL, MN, 55103",44.9544471,-93.1175694,1.0
"408 BLAIR AVE, ST PAUL, MN, 55103",44.960902,-93.11725799999999,7.0
"408 CENTRAL AVE W, ST PAUL, MN, 55103",44.9529414,-93.11724579999999,1.0
"408 GROTTO ST N, ST PAUL, MN, 55104",44.95330329999999,-93.1311161,1.0
"408 LAFOND AVE, ST PAUL, MN, 55103",44.96010769999999,-93.1173841,2.0
"408 LAUREL AVE, ST PAUL, MN, 55102",44.9453128,-93.1173065,1.0
"408 LEXINGTON PKWY N, ST PAUL, MN, 55104",44.9534735,-93.14616579999999,2.0
"408 MINNEHAHA AVE W, ST PAUL, MN, 55103",44.962698,-93.11740999999999,5.0
"409 ASHLAND AVE, ST PAUL, MN, 55102",44.9446439,-93.11732459999999,10.0
"409 LAFOND AVE, ST PAUL, MN, 55103",44.96052599999999,-93.11740999999999,3.0
"409 LAUREL AVE, ST PAUL, MN, 55102",44.9455657,-93.1173992,1.0
"409 VANBUREN AVE, ST PAUL, MN, 55103",44.9622561,-93.1174216,1.0
"409 VIRGINIA ST, ST PAUL, MN, 55103",44.95358020000001,-93.1149546,4.0
"41 GRIGGS ST N, ST PAUL, MN, 55104",44.9675573,-93.1516907,2.0
"41 HAMLINE AVE N, ST PAUL, MN, 55104",44.9426616,-93.1570837,1.0
"41 MACKUBIN ST, ST PAUL, MN, 55102",44.9427994,-93.1214969,2.0
"41 SYCAMORE ST W, ST PAUL, MN, 55117",44.9649724,-93.1019215,1.0
"410 BLAIR AVE, ST PAUL, MN, 55103",44.960964,-93.1173791,3.0
"410 CONCORDIA AVE, ST PAUL, MN, 55103",44.95080160000001,-93.11883979999999,16.0
"410 EDMUND AVE, ST PAUL, MN, 55103",44.958267600000006,-93.11739969999999,1.0
"410 LAUREL AVE, ST PAUL, MN, 55102",44.94512,-93.11747199999999,4.0
"410 SHERBURNE AVE, ST PAUL, MN, 55103",44.95651900000001,-93.11740290000002,1.0
"410 VANBUREN AVE, ST PAUL, MN, 55103",44.961836,-93.1173988,3.0
"410 VIRGINIA ST, ST PAUL, MN, 55103",44.9535919,-93.1145237,3.0
"411 BLAIR AVE, ST PAUL, MN, 55103",44.961347,-93.1173619,1.0
"411 CHARLES AVE, ST PAUL, MN, 55103",44.957812,-93.11740909999999,2.0
"411 LAUREL AVE, ST PAUL, MN, 55102",44.945723,-93.117412,4.0
"411 SHERBURNE AVE, ST PAUL, MN, 55103",44.9568833,-93.11740290000002,2.0
"411 THOMAS AVE, ST PAUL, MN, 55103",44.9595982,-93.1173678,1.0
"411 WESTERN AVE N, ST PAUL, MN, 55103",44.9537508,-93.1167174,3.0
"412 AURORA AVE, ST PAUL, MN, 55103",44.9542374,-93.1175792,1.0
"412 DAYTON AVE, ST PAUL, MN, 55102",44.9471672,-93.1176576,3.0
"412 DUNLAP ST N, ST PAUL, MN, 55104",44.953727,-93.1488706,49.0
"412 LAFOND AVE, ST PAUL, MN, 55103",44.9601045,-93.1175016,1.0
"412 VANBUREN AVE, ST PAUL, MN, 55103",44.9617999,-93.117409,1.0
"413 CENTRAL AVE W, ST PAUL, MN, 55103",44.953744,-93.117638,3.0
"413 LAFOND AVE, ST PAUL, MN, 55103",44.960503,-93.1175843,4.0
"414 ASHLAND AVE, ST PAUL, MN, 55102",44.94418579999999,-93.1174225,5.0
"414 AURORA AVE, ST PAUL, MN, 55103",44.9542653,-93.1178926,1.0
"414 BLAIR AVE, ST PAUL, MN, 55103",44.9609399,-93.1175926,2.0
"414 DAYTON AVE, ST PAUL, MN, 55102",44.947133,-93.117706,3.0
"414 EDMUND AVE, ST PAUL, MN, 55103",44.95826339999999,-93.1175564,1.0
"414 LEXINGTON PKWY N, ST PAUL, MN, 55104",44.9536171,-93.1462442,2.0
"414 MINNEHAHA AVE W, ST PAUL, MN, 55103",44.9627614,-93.1175945,2.0
"414 VANBUREN AVE, ST PAUL, MN, 55103",44.9618523,-93.1175348,4.0
"415 BLAIR AVE, ST PAUL, MN, 55103",44.9613779,-93.1175617,1.0
"415 HOLLY AVE, ST PAUL, MN, 55102",44.9436371,-93.1175009,2.0
"415 LAUREL AVE, ST PAUL, MN, 55102",44.9456578,-93.1175596,2.0
"415 MARSHALL AVE, ST PAUL, MN, 55102",44.9488282,-93.1176141,15.0
"415 SHERBURNE AVE, ST PAUL, MN, 55103",44.956879,-93.1175596,3.0
"415 SUMMIT AVE, ST PAUL, MN, 55102",44.9419941,-93.1176184,5.0
"415 THOMAS AVE, ST PAUL, MN, 55103",44.9595928,-93.1175637,2.0
"415 VANBUREN AVE, ST PAUL, MN, 55103",44.9622518,-93.11757829999999,2.0
"416 AURORA AVE, ST PAUL, MN, 55103",44.9542203,-93.118206,3.0
"416 CHARLES AVE, ST PAUL, MN, 55103",44.9573703,-93.1175792,2.0
"416 FRONT AVE, ST PAUL, MN, 55117",44.96998989999999,-93.1177335,4.0
"416 LAUREL AVE, ST PAUL, MN, 55102",44.9451455,-93.117638,2.0
"416 MINNEHAHA AVE W, ST PAUL, MN, 55103",44.96275720000001,-93.1177513,1.0
"416 VANBUREN AVE, ST PAUL, MN, 55103",44.961848,-93.1176915,1.0
"417 ASHLAND AVE, ST PAUL, MN, 55102",44.9446552,-93.1175792,3.0
"417 HOLLY AVE, ST PAUL, MN, 55102",44.94368619999999,-93.11749290000002,1.0
"417 ST ANTHONY AVE, ST PAUL, MN, 55103",44.9525096,-93.1174813,20.0
"417 VANBUREN AVE, ST PAUL, MN, 55103",44.9622839,-93.117739,2.0
"417 VIRGINIA ST, ST PAUL, MN, 55103",44.9538439,-93.1149396,1.0
"417 WESTERN AVE N, ST PAUL, MN, 55103",44.95389229999999,-93.11687409999999,3.0
"418 ASHLAND AVE, ST PAUL, MN, 55102",44.94419600000001,-93.1177163,2.0
"418 CHARLES AVE, ST PAUL, MN, 55103",44.95738480000001,-93.1177163,5.0
"418 EDMUND AVE, ST PAUL, MN, 55103",44.9582591,-93.1177131,3.0
"418 LAFOND AVE, ST PAUL, MN, 55103",44.96009919999999,-93.11769749999999,2.0
"419 CENTRAL AVE W, ST PAUL, MN, 55103",44.953647,-93.11785340000002,2.0
"419 CHARLES AVE, ST PAUL, MN, 55103",44.9577672,-93.1177185,2.0
"419 DAYTON AVE, ST PAUL, MN, 55102",44.9476211,-93.1177163,4.0
"419 SHERBURNE AVE, ST PAUL, MN, 55103",44.9568748,-93.1177163,2.0
"419 THOMAS AVE, ST PAUL, MN, 55103",44.9595875,-93.1177596,1.0
"42 ATWATER ST, ST PAUL, MN, 55117",44.9664286,-93.1019615,2.0
"42 FRONT AVE, ST PAUL, MN, 55117",44.97010849999999,-93.1019674,2.0
"42 MOUNT AIRY ST, ST PAUL, MN, 55130",44.9591538,-93.0977342,2.0
"42 WINTER ST, ST PAUL, MN, 55103",44.959736,-93.1012264,1.0
"420 AURORA AVE, ST PAUL, MN, 55103",44.9544346,-93.11836269999999,8.0
"420 CENTRAL AVE W, ST PAUL, MN, 55103",44.9528865,-93.117676,2.0
"420 EDMUND AVE, ST PAUL, MN, 55103",44.95827250000001,-93.1178914,8.0
"420 HOLLY AVE, ST PAUL, MN, 55102",44.94317570000001,-93.1177163,5.0
"420 LAFOND AVE, ST PAUL, MN, 55103",44.9600575,-93.1178894,2.0
"420 LEXINGTON PKWY N, ST PAUL, MN, 55104",44.9537816,-93.1462246,2.0
"420 MARSHALL AVE, ST PAUL, MN, 55102",44.948204,-93.1177163,27.0
"420 PORTLAND AVE, ST PAUL, MN, 55102",44.94217310000001,-93.1177359,5.0
"421 ASHLAND AVE, ST PAUL, MN, 55102",44.9446333,-93.1177163,10.0
"421 BLAIR AVE, ST PAUL, MN, 55103",44.9613694,-93.1178752,2.0
"421 DAYTON AVE, ST PAUL, MN, 55102",44.947537200000006,-93.1178296,3.0
"421 HOLLY AVE, ST PAUL, MN, 55102",44.94368370000001,-93.1177947,1.0
"421 LAUREL AVE, ST PAUL, MN, 55102",44.945724,-93.117721,2.0
"421 MARSHALL AVE, ST PAUL, MN, 55102",44.9487111,-93.11778259999998,14.0
"421 SUMMIT AVE, ST PAUL, MN, 55102",44.9417868,-93.117873,5.0
"421 THOMAS AVE, ST PAUL, MN, 55103",44.9595843,-93.1178772,1.0
"421 VANBUREN AVE, ST PAUL, MN, 55103",44.9622433,-93.1178918,1.0
"422 ASHLAND AVE, ST PAUL, MN, 55102",44.94419170000001,-93.117873,4.0
"422 LAFOND AVE, ST PAUL, MN, 55103",44.9600896,-93.11805009999999,1.0
"422 LAUREL AVE, ST PAUL, MN, 55102",44.945121,-93.117954,3.0
"423 BLAIR AVE, ST PAUL, MN, 55103",44.96136509999999,-93.1180319,1.0
"423 CHARLES AVE, ST PAUL, MN, 55103",44.9577629,-93.1178752,3.0
"423 LAFOND AVE, ST PAUL, MN, 55103",44.9604945,-93.1178977,2.0
"423 LAUREL AVE, ST PAUL, MN, 55102",44.945724,-93.117837,1.0
"423 SHERBURNE AVE, ST PAUL, MN, 55103",44.9568705,-93.117873,4.0
"423 UNIVERSITY AVE W, ST PAUL, MN, 55103",44.9559384,-93.1179407,2.0
"423 WESTERN AVE N, ST PAUL, MN, 55103",44.9541484,-93.1168349,2.0
"424 AURORA AVE, ST PAUL, MN, 55103",44.95452,-93.11843,2.0
"424 CENTRAL AVE W, ST PAUL, MN, 55103",44.9529316,-93.1177605,1.0
"424 EDMUND AVE, ST PAUL, MN, 55103",44.9582693,-93.1180089,4.0
"424 FRONT AVE, ST PAUL, MN, 55117",44.969999,-93.1180686,2.0
"424 MINNEHAHA AVE W, ST PAUL, MN, 55103",44.9627497,-93.1180255,2.0
"424 SHERBURNE AVE, ST PAUL, MN, 55103",44.9565698,-93.1180571,1.0
"425 DAYTON AVE, ST PAUL, MN, 55102",44.9476875,-93.11795140000001,8.0
"425 SELBY AVE, ST PAUL, MN, 55102",44.9468131,-93.11795140000001,31.0
"425 SHERBURNE AVE, ST PAUL, MN, 55103",44.9569391,-93.1180297,2.0
"425 THOMAS AVE, ST PAUL, MN, 55103",44.95954370000001,-93.1180299,3.0
"426 CENTRAL AVE W, ST PAUL, MN, 55103",44.9529333,-93.1178191,2.0
"426 CONCORDIA AVE, ST PAUL, MN, 55103",44.9508222,-93.11898149999999,8.0
"426 OXFORD ST N, ST PAUL, MN, 55104",44.9541917,-93.1438924,8.0
"427 FISK ST, ST PAUL, MN, 55104",44.9541609,-93.13505440000002,5.0
"427 LAUREL AVE, ST PAUL, MN, 55102",44.945763,-93.117982,1.0
"427 PORTLAND AVE, ST PAUL, MN, 55102",44.9426698,-93.1175596,2.0
"427 VANBUREN AVE, ST PAUL, MN, 55103",44.9622545,-93.1181484,2.0
"428 AURORA AVE, ST PAUL, MN, 55103",44.95467410000001,-93.11826479999999,3.0
"428 CENTRAL AVE W, ST PAUL, MN, 55103",44.9529073,-93.1179128,2.0
"428 CHARLES AVE, ST PAUL, MN, 55103",44.9573918,-93.1181277,3.0
"428 DAYTON AVE, ST PAUL, MN, 55102",44.9471689,-93.11826479999999,3.0
"428 EDMUND AVE, ST PAUL, MN, 55103",44.9582661,-93.1181265,3.0
"428 SHERBURNE AVE, ST PAUL, MN, 55103",44.9564425,-93.118206,1.0
"428 WESTERN AVE N, ST PAUL, MN, 55103",44.9542479,-93.1158555,4.0
"429 DALE ST N, ST PAUL, MN, 55103",44.95422139999999,-93.1265583,1.0
"429 HOLLY AVE, ST PAUL, MN, 55102",44.943686,-93.118003,2.0
"429 LAFOND AVE, ST PAUL, MN, 55103",44.9604507,-93.11816800000001,1.0
"429 SHERBURNE AVE, ST PAUL, MN, 55103",44.95691710000001,-93.1181668,1.0
"429 THOMAS AVE, ST PAUL, MN, 55103",44.959623,-93.11818199999999,1.0
"429 WESTERN AVE N, ST PAUL, MN, 55103",44.954327,-93.116752,1.0
"43 CHATSWORTH ST N, ST PAUL, MN, 55104",44.942646,-93.1417562,2.0
"43 COMO AVE, ST PAUL, MN, 55103",44.95916,-93.1013351,1.0
"43 MACKUBIN ST, ST PAUL, MN, 55102",44.942907700000006,-93.12153599999999,1.0
"43 WINNIPEG AVE, ST PAUL, MN, 55117",44.9677407,-93.1019465,2.0
"430 BLAIR AVE, ST PAUL, MN, 55103",44.9609613,-93.1181451,4.0
"430 CENTRAL AVE W, ST PAUL, MN, 55103",44.9529126,-93.1180149,2.0
"430 CHARLES AVE, ST PAUL, MN, 55103",44.9573896,-93.118206,1.0
"430 EDMUND AVE, ST PAUL, MN, 55103",44.9582629,-93.11824399999999,1.0
"430 MINNEHAHA AVE W, ST PAUL, MN, 55103",44.9627444,-93.1182214,2.0
"430 VICTORIA ST N, ST PAUL, MN, 55104",44.95367810000001,-93.1369345,1.0
"431 ASHLAND AVE, ST PAUL, MN, 55102",44.9446226,-93.1181081,3.0
"431 CENTRAL AVE W, ST PAUL, MN, 55103",44.95328060000001,-93.1179318,4.0
"431 DAYTON AVE, ST PAUL, MN, 55102",44.9475916,-93.1181277,1.0
"431 MARSHALL AVE, ST PAUL, MN, 55102",44.94884709999999,-93.1181864,11.0
"431 PORTLAND AVE, ST PAUL, MN, 55102",44.94266560000001,-93.1177163,2.0
"432 DAYTON AVE, ST PAUL, MN, 55102",44.94713400000001,-93.11825999999999,4.0
"432 MINNEHAHA AVE W, ST PAUL, MN, 55103",44.9628434,-93.1183768,3.0
"432 SHERBURNE AVE, ST PAUL, MN, 55103",44.9564747,-93.11836269999999,1.0
"432 VANBUREN AVE, ST PAUL, MN, 55103",44.9618662,-93.1183615,1.0
"432 WESTERN AVE N, ST PAUL, MN, 55103",44.9543572,-93.1158555,3.0
"433 ASHLAND AVE, ST PAUL, MN, 55102",44.9446891,-93.1183431,2.0
"433 HOLLY AVE, ST PAUL, MN, 55102",44.94356459999999,-93.1182317,2.0
"433 SHERBURNE AVE, ST PAUL, MN, 55103",44.95684,-93.1183235,1.0
"434 BLAIR AVE, ST PAUL, MN, 55103",44.9609934,-93.1183057,2.0
"434 CENTRAL AVE W, ST PAUL, MN, 55103",44.952926700000006,-93.1181464,2.0
"434 CHARLES AVE, ST PAUL, MN, 55103",44.95738540000001,-93.11836269999999,3.0
"434 EDMUND AVE, ST PAUL, MN, 55103",44.9582607,-93.1183224,5.0
"434 LAFOND AVE, ST PAUL, MN, 55103",44.96009760000001,-93.1184243,20.0
"434 LAUREL AVE, ST PAUL, MN, 55102",44.945121,-93.118339,6.0
"435 LAFOND AVE, ST PAUL, MN, 55103",44.9604453,-93.1183639,2.0
"435 PORTLAND AVE, ST PAUL, MN, 55102",44.942676,-93.118115,3.0
"435 VANBUREN AVE, ST PAUL, MN, 55103",44.96230310000001,-93.1183699,2.0
"436 ASHLAND AVE, ST PAUL, MN, 55102",44.9441789,-93.1183431,9.0
"436 DAYTON AVE, ST PAUL, MN, 55102",44.9471646,-93.1184215,12.0
"436 EDMUND AVE, ST PAUL, MN, 55103",44.95829380000001,-93.1184438,1.0
"436 HOLLY AVE, ST PAUL, MN, 55102",44.94323370000001,-93.11826479999999,4.0
"436 MINNEHAHA AVE W, ST PAUL, MN, 55103",44.96277429999999,-93.1184605,2.0
"436 PORTLAND AVE, ST PAUL, MN, 55102",44.942242,-93.1180611,10.0
"437 DAYTON AVE, ST PAUL, MN, 55102",44.9475842,-93.1184019,2.0
"437 MARSHALL AVE, ST PAUL, MN, 55102",44.9488407,-93.1184215,11.0
"437 SHERBURNE AVE, ST PAUL, MN, 55103",44.9568357,-93.1184802,1.0
"437 UNIVERSITY AVE W, ST PAUL, MN, 55103",44.956058,-93.118456,1.0
"437 VANBUREN AVE, ST PAUL, MN, 55103",44.9622262,-93.1185187,2.0
"438 BLAIR AVE, ST PAUL, MN, 55103",44.9609528,-93.1184585,1.0
"438 LAUREL AVE, ST PAUL, MN, 55102",44.9454085,-93.11862359999999,9.0
"438 PORTLAND AVE, ST PAUL, MN, 55102",44.94222960000001,-93.1183402,8.0
"438 UNIVERSITY AVE W, ST PAUL, MN, 55103",44.9555441,-93.1184215,2.0
"439 GROTTO ST N, ST PAUL, MN, 55104",44.9544374,-93.1316059,2.0
"439 THOMAS AVE, ST PAUL, MN, 55103",44.9595496,-93.1184824,3.0
"439 UNIVERSITY AVE W, ST PAUL, MN, 55103",44.9559787,-93.1184999,1.0
"44 ALBERT ST N, ST PAUL, MN, 55104",44.9488199,-93.1692966,2.0
"44 LITCHFIELD ST, ST PAUL, MN, 55117",44.9693063,-93.1020524,1.0
"44 LYTON PL, ST PAUL, MN, 55117",44.96539170000001,-93.101908,2.0
"44 MANITOBA AVE, ST PAUL, MN, 55117",44.968213,-93.1019977,3.0
"44 MOUNT AIRY ST, ST PAUL, MN, 55130",44.9591506,-93.0976971,3.0
"440 THOMAS AVE, ST PAUL, MN, 55103",44.95923629999999,-93.1189493,2.0
"440 VIRGINIA ST, ST PAUL, MN, 55103",44.954507,-93.114367,1.0
"441 EDMUND AVE, ST PAUL, MN, 55103",44.9586827,-93.1188792,4.0
"441 SHERBURNE AVE, ST PAUL, MN, 55103",44.9568439,-93.118966,1.0
"441 VANBUREN AVE, ST PAUL, MN, 55103",44.9622529,-93.1188753,3.0
"442 ASHLAND AVE, ST PAUL, MN, 55102",44.9443128,-93.1186882,2.0
"442 CHARLES AVE, ST PAUL, MN, 55103",44.9573527,-93.1188916,2.0
"442 DAYTON AVE, ST PAUL, MN, 55102",44.94722470000001,-93.1188916,3.0
"442 GROTTO ST N, ST PAUL, MN, 55104",44.9544469,-93.1311865,1.0
"442 VANBUREN AVE, ST PAUL, MN, 55103",44.9618513,-93.1189101,2.0
"443 ASHLAND AVE, ST PAUL, MN, 55102",44.944747,-93.1188916,36.0
"443 BLAIR AVE, ST PAUL, MN, 55103",44.9613593,-93.1189154,1.0
"443 CHARLES AVE, ST PAUL, MN, 55103",44.9577256,-93.1189356,4.0
"443 DAYTON AVE, ST PAUL, MN, 55102",44.9476619,-93.1188916,11.0
"443 EDMUND AVE, ST PAUL, MN, 55103",44.9586845,-93.1189771,3.0
"443 HOLLY AVE, ST PAUL, MN, 55102",44.9436539,-93.1188916,3.0
"444 HOLLY AVE, ST PAUL, MN, 55102",44.9431437,-93.1188916,4.0
"444 IGLEHART AVE, ST PAUL, MN, 55103",44.9491889,-93.11890799999999,9.0
"444 LAFOND AVE, ST PAUL, MN, 55103",44.960065,-93.1189512,7.0
"444 LAUREL AVE, ST PAUL, MN, 55102",44.94518,-93.1190483,2.0
"444 MILTON ST, ST PAUL, MN, 55104",44.9545328,-93.138796,1.0
"444 PORTLAND AVE, ST PAUL, MN, 55102",44.94217760000001,-93.1189995,2.0
"445 EDMUND AVE, ST PAUL, MN, 55103",44.9586774,-93.119075,4.0
"445 GALTIER ST, ST PAUL, MN, 55103",44.9547138,-93.1114487,33.0
"445 IGLEHART AVE, ST PAUL, MN, 55103",44.94972,-93.118966,2.0
"445 LAUREL AVE, ST PAUL, MN, 55102",44.9456901,-93.1190483,2.0
"445 SHERBURNE AVE, ST PAUL, MN, 55103",44.9567434,-93.11903259999998,1.0
"445 ST ANTHONY AVE, ST PAUL, MN, 55103",44.95237849999999,-93.1189504,3.0
"445 SUMMIT AVE, ST PAUL, MN, 55102",44.9416111,-93.1189699,2.0
"445 UNIVERSITY AVE W, ST PAUL, MN, 55103",44.956014,-93.1190293,1.0
"445 VANBUREN AVE, ST PAUL, MN, 55103",44.9622487,-93.11903199999999,2.0
"446 CARROLL AVE, ST PAUL, MN, 55103",44.9501561,-93.1189504,4.0
"446 CHARLES AVE, ST PAUL, MN, 55103",44.9573651,-93.1191071,1.0
"446 DAYTON AVE, ST PAUL, MN, 55102",44.94720170000001,-93.1190679,5.0
"446 FARRINGTON ST, ST PAUL, MN, 55103",44.9545583,-93.1131347,3.0
