Address,Latitude,Longitude,TotalMemberHH
"993 SHERBURNE AVE, ST PAUL, MN, 55104",44.9568421,-93.1422266,2.0
"993 ST ANTHONY AVE, ST PAUL, MN, 55104",44.9523624,-93.1421874,1.0
"993 STINSON ST, ST PAUL, MN, 55103",44.9694873,-93.1421147,1.0
"993 THOMAS AVE, ST PAUL, MN, 55104",44.9595385,-93.14220209999999,1.0
"994 ENGLEWOOD AVE, ST PAUL, MN, 55104",44.9637241,-93.1423471,5.0
"994 FULLER AVE, ST PAUL, MN, 55104",44.953745700000006,-93.1422266,2.0
"994 IGLEHART AVE, ST PAUL, MN, 55104",44.9492093,-93.1422462,1.0
"994 MARSHALL AVE, ST PAUL, MN, 55104",44.94822070000001,-93.1422261,2.0
"994 MINNEHAHA AVE W, ST PAUL, MN, 55104",44.96281610000001,-93.1422474,1.0
"995 BURGESS ST, ST PAUL, MN, 55103",44.9686068,-93.1423327,3.0
"995 CARROLL AVE, ST PAUL, MN, 55104",44.9505033,-93.1422266,1.0
"995 ENGLEWOOD AVE, ST PAUL, MN, 55104",44.9640884,-93.1423478,2.0
"995 FULLER AVE, ST PAUL, MN, 55104",44.95411,-93.1422266,1.0
"995 IGLEHART AVE, ST PAUL, MN, 55104",44.949631,-93.1421482,2.0
"995 LAFOND AVE, ST PAUL, MN, 55104",44.9605213,-93.1422314,3.0
"995 MINNEHAHA AVE W, ST PAUL, MN, 55104",44.9632188,-93.1421737,4.0
"995 VANBUREN AVE, ST PAUL, MN, 55104",44.96230430000001,-93.1423092,3.0
"996 AURORA AVE, ST PAUL, MN, 55104",44.9546532,-93.1423441,2.0
"996 BLAIR AVE, ST PAUL, MN, 55104",44.9609539,-93.1423968,6.0
"996 BURGESS ST, ST PAUL, MN, 55103",44.96820719999999,-93.1422888,3.0
"996 CARROLL AVE, ST PAUL, MN, 55104",44.950163,-93.142442,2.0
"996 CENTRAL AVE W, ST PAUL, MN, 55104",44.9528317,-93.1423441,1.0
"996 CHARLES AVE, ST PAUL, MN, 55104",44.9573486,-93.14235479999999,1.0
"996 FULLER AVE, ST PAUL, MN, 55104",44.953706,-93.1423441,2.0
"996 IGLEHART AVE, ST PAUL, MN, 55104",44.9492238,-93.14238329999999,1.0
"996 LAUREL AVE, ST PAUL, MN, 55104",44.9447455,-93.14226579999999,1.0
"996 THOMAS AVE, ST PAUL, MN, 55104",44.95919079999999,-93.14226219999999,2.0
"996 TOPPING ST, ST PAUL, MN, 55103",44.9672969,-93.1422675,1.0
"996 VANBUREN AVE, ST PAUL, MN, 55104",44.961885,-93.1423221,8.0
"997 CARROLL AVE, ST PAUL, MN, 55104",44.9504636,-93.1423441,3.0
"997 CENTRAL AVE W, ST PAUL, MN, 55104",44.9532688,-93.1423441,1.0
"997 DAYTON AVE, ST PAUL, MN, 55104",44.94765930000001,-93.142305,2.0
"997 FULLER AVE, ST PAUL, MN, 55104",44.9541067,-93.1423441,4.0
"997 PORTLAND AVE, ST PAUL, MN, 55104",44.9431057,-93.14226579999999,3.0
"997 SEMINARY AVE, ST PAUL, MN, 55104",44.9649987,-93.1423691,2.0
"997 SHERBURNE AVE, ST PAUL, MN, 55104",44.9568389,-93.1423441,2.0
"997 ST ANTHONY AVE, ST PAUL, MN, 55104",44.9525359,-93.1425009,1.0
"997 STINSON ST, ST PAUL, MN, 55103",44.9694819,-93.1423108,2.0
"997 THOMAS AVE, ST PAUL, MN, 55104",44.95953529999999,-93.1423197,3.0
"998 ASHLAND AVE, ST PAUL, MN, 55104",44.9436668,-93.1424029,8.0
"998 CARROLL AVE, ST PAUL, MN, 55104",44.950057,-93.142514,2.0
"998 DAYTON AVE, ST PAUL, MN, 55104",44.9472376,-93.1424029,3.0
"998 LAFOND AVE, ST PAUL, MN, 55104",44.9600769,-93.1424971,7.0
"998 MARSHALL AVE, ST PAUL, MN, 55104",44.9482204,-93.1423045,1.0
"998 MINNEHAHA AVE W, ST PAUL, MN, 55104",44.9627754,-93.1424002,1.0
"999 CHARLES AVE, ST PAUL, MN, 55104",44.957802,-93.1424242,4.0
"999 EDMUND AVE, ST PAUL, MN, 55104",44.9586571,-93.1424592,1.0
"999 HUBBARD AVE, ST PAUL, MN, 55104",44.9658914,-93.1423688,2.0
"999 IGLEHART AVE, ST PAUL, MN, 55104",44.9496395,-93.1423572,1.0
"999 LAFOND AVE, ST PAUL, MN, 55104",44.960479600000006,-93.1424234,1.0
"999 PORTLAND AVE, ST PAUL, MN, 55104",44.9430838,-93.1424029,3.0
"999 SUMMIT AVE, ST PAUL, MN, 55105",44.9420721,-93.1420894,2.0
"999 TOPPING ST, ST PAUL, MN, 55103",44.9676965,-93.1423114,1.0
"791 CENTRAL AVE W, ST PAUL, MN, 55104",44.95325020000001,-93.13372199999999,2.0
"791 CHARLES AVE, ST PAUL, MN, 55104",44.957742,-93.1333174,2.0
"791 HOLLY AVE, ST PAUL, MN, 55104",44.94340370000001,-93.1333889,2.0
"791 LAFOND AVE, ST PAUL, MN, 55104",44.9604693,-93.133498,4.0
"791 LAUREL AVE, ST PAUL, MN, 55104",44.9451442,-93.1337024,4.0
"791 MARSHALL AVE, ST PAUL, MN, 55104",44.9487325,-93.13372199999999,1.0
"791 MINNEHAHA AVE W, ST PAUL, MN, 55104",44.9631668,-93.1334396,2.0
"791 SHERBURNE AVE, ST PAUL, MN, 55104",44.95682670000001,-93.1334869,2.0
"792 AURORA AVE, ST PAUL, MN, 55104",44.9546334,-93.13376120000001,1.0
"792 CAPITOL HTS, ST PAUL, MN, 55103",44.9592028,-93.0994916,2.0
"792 CARROLL AVE, ST PAUL, MN, 55104",44.95009500000001,-93.1338592,1.0
"792 CEDAR ST, ST PAUL, MN, 55103",44.9586079,-93.1001696,2.0
"792 CHARLES AVE, ST PAUL, MN, 55104",44.9573328,-93.13362629999999,3.0
"792 EDMUND AVE, ST PAUL, MN, 55104",44.9582451,-93.133569,7.0
"792 FULLER AVE, ST PAUL, MN, 55104",44.9537238,-93.13372199999999,4.0
"792 THOMAS AVE, ST PAUL, MN, 55104",44.9591542,-93.1336292,1.0
"793 ASHLAND AVE, ST PAUL, MN, 55104",44.9442739,-93.1335457,1.0
"793 CHARLES AVE, ST PAUL, MN, 55104",44.957788,-93.13347,2.0
"793 ENGLEWOOD AVE, ST PAUL, MN, 55104",44.9640396,-93.13349579999999,1.0
"793 HAGUE AVE, ST PAUL, MN, 55104",44.9459458,-93.1337024,3.0
"793 IGLEHART AVE, ST PAUL, MN, 55104",44.9496434,-93.13372199999999,1.0
"793 MARSHALL AVE, ST PAUL, MN, 55104",44.9486716,-93.1337733,3.0
"793 SELBY AVE, ST PAUL, MN, 55104",44.94682020000001,-93.1337024,3.0
"794 ASHLAND AVE, ST PAUL, MN, 55104",44.94383670000001,-93.1335457,4.0
"794 BLAIR AVE, ST PAUL, MN, 55104",44.96093820000001,-93.1336673,2.0
"794 CEDAR ST, ST PAUL, MN, 55103",44.9585764,-93.1006781,2.0
"794 ENGLEWOOD AVE, ST PAUL, MN, 55104",44.9636753,-93.13349529999999,1.0
"794 LEXINGTON PKWY N, ST PAUL, MN, 55104",44.9652751,-93.1462337,1.0
"794 MARSHALL AVE, ST PAUL, MN, 55104",44.948291,-93.13387879999999,4.0
"794 PARK ST, ST PAUL, MN, 55117",44.9652974,-93.10337109999999,3.0
"794 SHERBURNE AVE, ST PAUL, MN, 55104",44.9564217,-93.1336436,3.0
"794 VANBUREN AVE, ST PAUL, MN, 55104",44.9618858,-93.13365309999999,1.0
"795 AURORA AVE, ST PAUL, MN, 55104",44.9550561,-93.133624,4.0
"795 BLAIR AVE, ST PAUL, MN, 55104",44.961375200000006,-93.13367579999999,2.0
"795 CENTRAL AVE W, ST PAUL, MN, 55104",44.9532459,-93.13387879999999,2.0
"795 DAYTON AVE, ST PAUL, MN, 55104",44.94763629999999,-93.1338396,3.0
"795 EDMUND AVE, ST PAUL, MN, 55104",44.95864359999999,-93.1336519,2.0
"795 ENGLEWOOD AVE, ST PAUL, MN, 55104",44.9640717,-93.1336566,5.0
"795 HOLLY AVE, ST PAUL, MN, 55104",44.9433994,-93.1335457,4.0
"795 LAFOND AVE, ST PAUL, MN, 55104",44.960466,-93.1336156,3.0
"795 MARSHALL AVE, ST PAUL, MN, 55104",44.948791,-93.133934,1.0
"795 MINNEHAHA AVE W, ST PAUL, MN, 55104",44.9631614,-93.13363559999999,1.0
"795 SHERBURNE AVE, ST PAUL, MN, 55104",44.9568588,-93.1336436,1.0
"795 VANBUREN AVE, ST PAUL, MN, 55104",44.9622864,-93.1336577,2.0
"796 ASHLAND AVE, ST PAUL, MN, 55104",44.9438324,-93.1337024,6.0
"796 CAPITOL HTS, ST PAUL, MN, 55103",44.9594085,-93.0995314,1.0
"796 CEDAR ST, ST PAUL, MN, 55103",44.9586386,-93.1007482,1.0
"796 CHARLES AVE, ST PAUL, MN, 55104",44.9573659,-93.1337479,2.0
"796 CONCORDIA AVE, ST PAUL, MN, 55104",44.95106000000001,-93.13387879999999,3.0
"796 DAYTON AVE, ST PAUL, MN, 55104",44.9471852,-93.1339328,4.0
"796 EDMUND AVE, ST PAUL, MN, 55104",44.9581786,-93.1337809,1.0
"796 FULLER AVE, ST PAUL, MN, 55104",44.9537559,-93.13387879999999,1.0
"796 HAGUE AVE, ST PAUL, MN, 55104",44.9455594,-93.1338396,3.0
"796 LAUREL AVE, ST PAUL, MN, 55104",44.944725700000006,-93.1336828,2.0
"796 LEXINGTON PKWY N, ST PAUL, MN, 55104",44.9654028,-93.1462281,2.0
"796 SELBY AVE, ST PAUL, MN, 55104",44.9463787,-93.1338592,2.0
"796 VANBUREN AVE, ST PAUL, MN, 55104",44.9618826,-93.1337707,2.0
"797 ASHLAND AVE, ST PAUL, MN, 55104",44.94425510000001,-93.1336967,2.0
"797 AURORA AVE, ST PAUL, MN, 55104",44.95504800000001,-93.133759,1.0
"797 CARROLL AVE, ST PAUL, MN, 55104",44.95053220000001,-93.1338592,4.0
"797 HAGUE AVE, ST PAUL, MN, 55104",44.9459415,-93.1338592,2.0
"797 HOLLY AVE, ST PAUL, MN, 55104",44.9433775,-93.1336828,2.0
"797 IGLEHART AVE, ST PAUL, MN, 55104",44.9496391,-93.13387879999999,2.0
"797 MARSHALL AVE, ST PAUL, MN, 55104",44.94869620000001,-93.1339625,2.0
"797 SELBY AVE, ST PAUL, MN, 55104",44.9468159,-93.1338592,2.0
"797 SHERBURNE AVE, ST PAUL, MN, 55104",44.95681920000001,-93.13376120000001,2.0
"798 BLAIR AVE, ST PAUL, MN, 55104",44.960935,-93.13378490000001,2.0
"798 CARROLL AVE, ST PAUL, MN, 55104",44.9501459,-93.13399629999999,1.0
"798 CEDAR ST, ST PAUL, MN, 55103",44.9586799,-93.1007359,2.0
"798 ENGLEWOOD AVE, ST PAUL, MN, 55104",44.9637052,-93.1337344,3.0
"798 MARSHALL AVE, ST PAUL, MN, 55104",44.9482878,-93.13399629999999,2.0
"798 MINNEHAHA AVE W, ST PAUL, MN, 55104",44.9627752,-93.1337702,2.0
"798 SHERBURNE AVE, ST PAUL, MN, 55104",44.95643610000001,-93.1337808,7.0
"798 THOMAS AVE, ST PAUL, MN, 55104",44.95918620000001,-93.1337899,4.0
"799 ASHLAND AVE, ST PAUL, MN, 55104",44.94429299999999,-93.133702,1.0
"799 AURORA AVE, ST PAUL, MN, 55104",44.9550342,-93.13376120000001,1.0
"799 CHARLES AVE, ST PAUL, MN, 55104",44.95774779999999,-93.13377,2.0
"799 ENGLEWOOD AVE, ST PAUL, MN, 55104",44.9640684,-93.1337742,5.0
"799 IGLEHART AVE, ST PAUL, MN, 55104",44.94965360000001,-93.1340159,4.0
"799 LAFOND AVE, ST PAUL, MN, 55104",44.96042429999999,-93.13380759999998,2.0
"799 MARSHALL AVE, ST PAUL, MN, 55104",44.9487058,-93.1340623,1.0
"799 MINNEHAHA AVE W, ST PAUL, MN, 55104",44.9631571,-93.1337923,7.0
"799 PARK ST, ST PAUL, MN, 55117",44.965424,-93.104265,1.0
"799 PIERCE BUTLER RTE, ST PAUL, MN, 55104",44.9649787,-93.1337952,2.0
"799 VANBUREN AVE, ST PAUL, MN, 55104",44.9622821,-93.1338145,1.0
"8 WINTER ST, ST PAUL, MN, 55103",44.959399,-93.100015,1.0
"80 ARUNDEL ST, ST PAUL, MN, 55102",44.943841,-93.118279,2.0
"80 FRONT AVE, ST PAUL, MN, 55117",44.97010770000001,-93.1033426,1.0
"80 MACKUBIN ST, ST PAUL, MN, 55102",44.9442087,-93.1205435,14.0
"80 VICTORIA ST N, ST PAUL, MN, 55104",44.9438366,-93.1362105,2.0
"80 VIRGINIA ST, ST PAUL, MN, 55102",44.9439198,-93.1147615,2.0
"80 WESTERN AVE N, ST PAUL, MN, 55102",44.94396,-93.1156793,48.0
"800 AURORA AVE, ST PAUL, MN, 55104",44.9545884,-93.1340747,2.0
"800 BLAIR AVE, ST PAUL, MN, 55104",44.9609606,-93.1341808,1.0
"800 CEDAR ST, ST PAUL, MN, 55103",44.95878270000001,-93.1006756,2.0
"800 CHARLES AVE, ST PAUL, MN, 55104",44.9573178,-93.134175,5.0
"800 CONCORDIA AVE, ST PAUL, MN, 55104",44.951006,-93.13401999999999,2.0
"800 FULLER AVE, ST PAUL, MN, 55104",44.9537516,-93.1340355,2.0
"800 HAGUE AVE, ST PAUL, MN, 55104",44.9455916,-93.13399629999999,4.0
"800 IGLEHART AVE, ST PAUL, MN, 55104",44.949234,-93.1340355,1.0
"800 LAFOND AVE, ST PAUL, MN, 55104",44.9598677,-93.134179,1.0
"800 LAUREL AVE, ST PAUL, MN, 55104",44.9447514,-93.1340747,2.0
"800 MINNEHAHA AVE W, ST PAUL, MN, 55104",44.9627821,-93.1341837,1.0
"800 PARK ST, ST PAUL, MN, 55117",44.965457,-93.103332,3.0
"800 SELBY AVE, ST PAUL, MN, 55104",44.9463744,-93.1340159,2.0
"801 DAYTON AVE, ST PAUL, MN, 55104",44.9476298,-93.1340747,1.0
"801 HAGUE AVE, ST PAUL, MN, 55104",44.9459559,-93.13399629999999,2.0
"801 LAUREL AVE, ST PAUL, MN, 55104",44.94515429999999,-93.13399629999999,2.0
"801 PIERCE BUTLER RTE, ST PAUL, MN, 55104",44.9651704,-93.1341111,2.0
"802 ASHLAND AVE, ST PAUL, MN, 55104",44.9438217,-93.1340943,1.0
"802 DAYTON AVE, ST PAUL, MN, 55104",44.9472269,-93.13415309999999,2.0
"802 EDMUND AVE, ST PAUL, MN, 55104",44.958229,-93.1341568,3.0
"802 MARSHALL AVE, ST PAUL, MN, 55104",44.9482648,-93.1341727,2.0
"803 BLAIR AVE, ST PAUL, MN, 55104",44.9613612,-93.1341854,1.0
"803 CHARLES AVE, ST PAUL, MN, 55104",44.9576674,-93.1341618,1.0
"803 ENGLEWOOD AVE, ST PAUL, MN, 55104",44.9640919,-93.1342485,3.0
"803 FULLER AVE, ST PAUL, MN, 55104",44.954147,-93.1342315,1.0
"803 SHERBURNE AVE, ST PAUL, MN, 55104",44.95684490000001,-93.13415309999999,3.0
"803 THOMAS AVE, ST PAUL, MN, 55104",44.95953979999999,-93.1341824,1.0
"803 VANBUREN AVE, ST PAUL, MN, 55104",44.96225379999999,-93.1341848,2.0
"804 AURORA AVE, ST PAUL, MN, 55104",44.954569000000006,-93.134191,2.0
"804 CAPITOL HTS, ST PAUL, MN, 55103",44.9589631,-93.0997295,5.0
"804 CARROLL AVE, ST PAUL, MN, 55104",44.9501781,-93.13415309999999,1.0
"804 CHARLES AVE, ST PAUL, MN, 55104",44.9573499,-93.1343357,3.0
"804 CONCORDIA AVE, ST PAUL, MN, 55104",44.9510878,-93.1341923,3.0
"804 HAGUE AVE, ST PAUL, MN, 55104",44.9455685,-93.1341727,2.0
"804 HOLLY AVE, ST PAUL, MN, 55104",44.94294710000001,-93.1340943,2.0
"804 IGLEHART AVE, ST PAUL, MN, 55104",44.9492308,-93.13415309999999,2.0
"804 LEXINGTON PKWY N, ST PAUL, MN, 55104",44.9655324,-93.1463079,2.0
"804 SELBY AVE, ST PAUL, MN, 55104",44.9463701,-93.1341727,1.0
"804 SHERBURNE AVE, ST PAUL, MN, 55104",44.9564211,-93.1343294,2.0
"805 CAPITOL HTS, ST PAUL, MN, 55103",44.9599156,-93.09992700000001,1.0
"805 CENTRAL AVE W, ST PAUL, MN, 55104",44.9532373,-93.1341923,1.0
"805 CHARLES AVE, ST PAUL, MN, 55104",44.9577371,-93.1341619,1.0
"805 CHATSWORTH ST N, ST PAUL, MN, 55104",44.96548920000001,-93.1417544,3.0
"805 DAYTON AVE, ST PAUL, MN, 55104",44.94767,-93.1341917,1.0
"805 HAGUE AVE, ST PAUL, MN, 55104",44.945987,-93.1341923,2.0
"805 LAUREL AVE, ST PAUL, MN, 55104",44.94515,-93.13415309999999,2.0
"805 MINNEHAHA AVE W, ST PAUL, MN, 55104",44.9631816,-93.1342275,2.0
"805 PORTLAND AVE, ST PAUL, MN, 55104",44.9425265,-93.13415309999999,3.0
"806 1/2 VANBUREN AVE, ST PAUL, MN, 55104",44.96186760000001,-93.1343194,1.0
"806 ASHLAND AVE, ST PAUL, MN, 55104",44.9437738,-93.13418709999999,2.0
"806 CARROLL AVE, ST PAUL, MN, 55104",44.95017379999999,-93.1343098,2.0
"806 DAYTON AVE, ST PAUL, MN, 55104",44.9472895,-93.134363,1.0
"806 ENGLEWOOD AVE, ST PAUL, MN, 55104",44.9636891,-93.1343224,2.0
"806 HOLLY AVE, ST PAUL, MN, 55104",44.9429595,-93.1343098,6.0
"806 LAFOND AVE, ST PAUL, MN, 55104",44.9600461,-93.1343165,2.0
"806 THOMAS AVE, ST PAUL, MN, 55104",44.95908499999999,-93.134302,2.0
"806 VANBUREN AVE, ST PAUL, MN, 55104",44.96186760000001,-93.1343194,5.0
"807 ASHLAND AVE, ST PAUL, MN, 55104",44.9442546,-93.134251,2.0
"807 AURORA AVE, ST PAUL, MN, 55104",44.9550191,-93.1343098,1.0
"807 BLAIR AVE, ST PAUL, MN, 55104",44.9613569,-93.1343421,3.0
"807 CHARLES AVE, ST PAUL, MN, 55104",44.95768620000001,-93.1342088,2.0
"807 EDMUND AVE, ST PAUL, MN, 55104",44.958698,-93.1343261,5.0
"807 HOLLY AVE, ST PAUL, MN, 55104",44.9433823,-93.1341727,3.0
"807 LAFOND AVE, ST PAUL, MN, 55104",44.9604467,-93.1343211,2.0
"807 SUMMIT AVE, ST PAUL, MN, 55105",44.9417205,-93.1343098,2.0
"807 THOMAS AVE, ST PAUL, MN, 55104",44.9595729,-93.134304,1.0
"808 ASHLAND AVE, ST PAUL, MN, 55104",44.9437794,-93.1342332,2.0
"808 AURORA AVE, ST PAUL, MN, 55104",44.95461629999999,-93.1343882,1.0
"808 CHARLES AVE, ST PAUL, MN, 55104",44.9573466,-93.1344532,4.0
"808 DAYTON AVE, ST PAUL, MN, 55104",44.9471631,-93.1344862,2.0
"808 FULLER AVE, ST PAUL, MN, 55104",44.9537253,-93.1343294,2.0
"808 LAFOND AVE, ST PAUL, MN, 55104",44.9600781,-93.13447729999999,1.0
"808 LAUREL AVE, ST PAUL, MN, 55104",44.9447605,-93.13440779999999,1.0
"808 LEXINGTON PKWY N, ST PAUL, MN, 55104",44.9656144,-93.1462861,1.0
"808 MARSHALL AVE, ST PAUL, MN, 55104",44.94833329999999,-93.1343294,3.0
"808 SELBY AVE, ST PAUL, MN, 55104",44.946421,-93.1343098,1.0
"809 CARROLL AVE, ST PAUL, MN, 55104",44.9505349,-93.1344274,1.0
"809 CENTRAL AVE W, ST PAUL, MN, 55104",44.953233,-93.134349,3.0
"809 CHARLES AVE, ST PAUL, MN, 55104",44.95775039999999,-93.1343402,1.0
"809 DAYTON AVE, ST PAUL, MN, 55104",44.9476234,-93.1343098,2.0
"809 ENGLEWOOD AVE, ST PAUL, MN, 55104",44.9640491,-93.1344797,2.0
"809 FULLER AVE, ST PAUL, MN, 55104",44.9541438,-93.134349,2.0
"809 IGLEHART AVE, ST PAUL, MN, 55104",44.949645,-93.1343294,1.0
"809 LAUREL AVE, ST PAUL, MN, 55104",44.9451468,-93.1342706,1.0
"809 MARSHALL AVE, ST PAUL, MN, 55104",44.9487518,-93.134349,3.0
"809 MINNEHAHA AVE W, ST PAUL, MN, 55104",44.96317519999999,-93.13446259999999,1.0
"809 PORTLAND AVE, ST PAUL, MN, 55104",44.9425056,-93.134251,5.0
"809 THOMAS AVE, ST PAUL, MN, 55104",44.9595686,-93.1344608,3.0
"81 GRIGGS ST N, ST PAUL, MN, 55104",44.9675573,-93.1516907,6.0
"81 MANITOBA AVE, ST PAUL, MN, 55117",44.9685412,-93.1033299,1.0
"81 MOUNT AIRY ST, ST PAUL, MN, 55130",44.959453,-93.0964506,3.0
"81 OXFORD ST N, ST PAUL, MN, 55104",44.9436505,-93.1443235,14.0
"81 SYCAMORE ST W, ST PAUL, MN, 55117",44.96500579999999,-93.1033787,1.0
"810 ASHLAND AVE, ST PAUL, MN, 55104",44.9438131,-93.13440779999999,2.0
"810 BLAIR AVE, ST PAUL, MN, 55104",44.9609894,-93.1344591,4.0
"810 MINNEHAHA AVE W, ST PAUL, MN, 55104",44.9628098,-93.1345013,1.0
"810 SHERBURNE AVE, ST PAUL, MN, 55104",44.95641679999999,-93.1344862,1.0
"810 THOMAS AVE, ST PAUL, MN, 55104",44.95913059999999,-93.13449140000002,1.0
"810 VANBUREN AVE, ST PAUL, MN, 55104",44.9618633,-93.1344762,1.0
"811 ASHLAND AVE, ST PAUL, MN, 55104",44.9442503,-93.13440779999999,2.0
"811 AURORA AVE, ST PAUL, MN, 55104",44.9550148,-93.1344666,2.0
"811 CHARLES AVE, ST PAUL, MN, 55104",44.95772849999999,-93.1344754,4.0
"811 HAGUE AVE, ST PAUL, MN, 55104",44.9459838,-93.1343098,2.0
"811 HOLLY AVE, ST PAUL, MN, 55104",44.9433758,-93.13440779999999,1.0
"811 LAFOND AVE, ST PAUL, MN, 55104",44.9604424,-93.1344778,1.0
"811 SHERBURNE AVE, ST PAUL, MN, 55104",44.956854,-93.1344862,3.0
"811 VANBUREN AVE, ST PAUL, MN, 55104",44.96224520000001,-93.1344984,2.0
"812 CAPITOL HTS, ST PAUL, MN, 55103",44.959929,-93.099275,3.0
"812 DAYTON AVE, ST PAUL, MN, 55104",44.94727279999999,-93.1344408,2.0
"812 FULLER AVE, ST PAUL, MN, 55104",44.9537387,-93.1345058,2.0
"812 HARDENBERGH PL, ST PAUL, MN, 55117",44.9658436,-93.1047268,4.0
"812 HOLLY AVE, ST PAUL, MN, 55104",44.9429198,-93.1344274,1.0
"812 LAFOND AVE, ST PAUL, MN, 55104",44.9600375,-93.13463,1.0
"813 BLAIR AVE, ST PAUL, MN, 55104",44.9613846,-93.1346597,4.0
"813 CAPITOL HTS, ST PAUL, MN, 55103",44.9601789,-93.099788,2.0
"813 CENTRAL AVE W, ST PAUL, MN, 55104",44.9532651,-93.1345058,2.0
"813 DAYTON AVE, ST PAUL, MN, 55104",44.9476555,-93.1344666,2.0
"813 HOLLY AVE, ST PAUL, MN, 55104",44.9433903,-93.134545,2.0
"813 MINNEHAHA AVE W, ST PAUL, MN, 55104",44.9631709,-93.1346194,3.0
"814 AURORA AVE, ST PAUL, MN, 55104",44.9546131,-93.1345058,1.0
"814 BLAIR AVE, ST PAUL, MN, 55104",44.960984,-93.1346551,1.0
"814 CARROLL AVE, ST PAUL, MN, 55104",44.95015069999999,-93.1344862,4.0
"814 ENGLEWOOD AVE, ST PAUL, MN, 55104",44.9636794,-93.1346751,3.0
"814 HAGUE AVE, ST PAUL, MN, 55104",44.9455798,-93.1344274,3.0
"814 HOLLY AVE, ST PAUL, MN, 55104",44.9429321,-93.1346429,2.0
"814 IGLEHART AVE, ST PAUL, MN, 55104",44.949205600000006,-93.1345824,1.0
"814 LAUREL AVE, ST PAUL, MN, 55104",44.9447374,-93.13458409999998,2.0
"814 LEXINGTON PKWY N, ST PAUL, MN, 55104",44.9659498,-93.1462095,1.0
"814 SELBY AVE, ST PAUL, MN, 55104",44.9463594,-93.13456459999999,3.0
"814 SHERBURNE AVE, ST PAUL, MN, 55104",44.9564313,-93.1346233,3.0
"814 THOMAS AVE, ST PAUL, MN, 55104",44.95910869999999,-93.13462659999999,2.0
"814 VANBUREN AVE, ST PAUL, MN, 55104",44.961859,-93.134633,2.0
"815 ASHLAND AVE, ST PAUL, MN, 55104",44.944246,-93.13456459999999,4.0
"815 AURORA AVE, ST PAUL, MN, 55104",44.955047,-93.1346233,1.0
"815 CHARLES AVE, ST PAUL, MN, 55104",44.9577242,-93.1346322,1.0
"815 DAYTON AVE, ST PAUL, MN, 55104",44.9475558,-93.1345169,1.0
"815 EDMUND AVE, ST PAUL, MN, 55104",44.9586531,-93.1346356,2.0
"815 ENGLEWOOD AVE, ST PAUL, MN, 55104",44.9640811,-93.1346405,1.0
"815 FULLER AVE, ST PAUL, MN, 55104",44.9541395,-93.1345058,2.0
"815 HAGUE AVE, ST PAUL, MN, 55104",44.9459795,-93.1344666,2.0
"815 LAFOND AVE, ST PAUL, MN, 55104",44.9604745,-93.1346386,1.0
"815 LAUREL AVE, ST PAUL, MN, 55104",44.9451414,-93.1344666,1.0
"815 MARSHALL AVE, ST PAUL, MN, 55104",44.9487663,-93.1344862,1.0
"815 PARK ST, ST PAUL, MN, 55117",44.9658564,-93.1042567,4.0
"815 PORTLAND AVE, ST PAUL, MN, 55104",44.9425421,-93.1345834,2.0
"815 SHERBURNE AVE, ST PAUL, MN, 55104",44.956832,-93.1346233,1.0
"815 THOMAS AVE, ST PAUL, MN, 55104",44.9595643,-93.1346175,2.0
"816 AURORA AVE, ST PAUL, MN, 55104",44.95464519999999,-93.1346625,2.0
"816 CARROLL AVE, ST PAUL, MN, 55104",44.9500923,-93.1346233,2.0
"816 HAGUE AVE, ST PAUL, MN, 55104",44.94555560000001,-93.1346429,5.0
"816 HARDENBERGH PL, ST PAUL, MN, 55117",44.9659526,-93.1047387,2.0
"816 LAFOND AVE, ST PAUL, MN, 55104",44.9600696,-93.13479079999999,1.0
"816 PARK ST, ST PAUL, MN, 55117",44.96585169999999,-93.1034213,1.0
"816 PORTLAND AVE, ST PAUL, MN, 55104",44.9420519,-93.134728,3.0
"817 ASHLAND AVE, ST PAUL, MN, 55104",44.9442605,-93.1347017,3.0
"817 CAPITOL HTS, ST PAUL, MN, 55103",44.96030560000001,-93.0997706,1.0
"817 CARROLL AVE, ST PAUL, MN, 55104",44.95056599999999,-93.1346233,2.0
"817 CENTRAL AVE W, ST PAUL, MN, 55104",44.9532619,-93.1346233,1.0
"817 DAYTON AVE, ST PAUL, MN, 55104",44.9476513,-93.1346233,2.0
"817 HAGUE AVE, ST PAUL, MN, 55104",44.9460127,-93.13458409999998,2.0
"817 IGLEHART AVE, ST PAUL, MN, 55104",44.9496364,-93.1346429,2.0
"817 LAUREL AVE, ST PAUL, MN, 55104",44.9451736,-93.1346233,3.0
"817 MARSHALL AVE, ST PAUL, MN, 55104",44.9487443,-93.1346233,4.0
"817 MINNEHAHA AVE W, ST PAUL, MN, 55104",44.96318529999999,-93.13475859999998,1.0
"817 PORTLAND AVE, ST PAUL, MN, 55104",44.9424949,-93.1346429,1.0
"818 BLAIR AVE, ST PAUL, MN, 55104",44.9609797,-93.1348119,1.0
"818 CHARLES AVE, ST PAUL, MN, 55104",44.957338,-93.1347668,1.0
"818 FULLER AVE, ST PAUL, MN, 55104",44.953682,-93.1346499,4.0
"818 LAUREL AVE, ST PAUL, MN, 55104",44.9447519,-93.1347213,2.0
"818 MARSHALL AVE, ST PAUL, MN, 55104",44.9483435,-93.1346233,3.0
"818 MINNEHAHA AVE W, ST PAUL, MN, 55104",44.9627649,-93.1348108,4.0
