index,Block,Address,Latitude,Longitude
504,18x edmund av,"180 Edmund Ave W, St Paul, MN 55103, USA",44.95854079999999,-93.1089528
505,18x oldsixth st,"180 Old 6th St W, St Paul, MN 55102, USA",44.9463921,-93.1003363
506,18x pennsylvania av w,"180 W Pennsylvania Ave, St Paul, MN 55103, USA",44.96041470000001,-93.10581529999999
507,18x wayzata st,"180 W Wayzata St, St Paul, MN 55117, USA",44.9684398,-93.1077395
508,190x university av w,"1900 University Ave W, St Paul, MN 55104, USA",44.9568313,-93.1803121
509,193x lincoln av,"1930 Lincoln Ave, St Paul, MN 55105, USA",44.9387874,-93.18184920000002
510,196x university av w,"1960 University Ave W, St Paul, MN 55104, USA",44.95754270000001,-93.1820719
511,199x minnehaha av e,"1990 Minnehaha Ave E, St Paul, MN 55119, USA",44.96273799999999,-93.01640809999999
512,19x arlington av e,"190 Arlington Ave E, St Paul, MN 55117, USA",44.9845833,-93.0914892
513,19x charles av,"190 Charles Ave, St Paul, MN 55103, USA",44.957404,-93.1080466
514,19x como av,"190 Como Ave, St Paul, MN 55103, USA",44.96038220000001,-93.10855459999999
515,19x edmund av,"190 Edmund Ave W, St Paul, MN 55103, USA",44.9585277,-93.1090723
516,19x sherburne av,"190 Sherburne Ave, St Paul, MN 55103, USA",44.9564494,-93.10808929999999
517,1x acker st e,"10 Acker St E, St Paul, MN 55117, USA",44.963792100000006,-93.0994119
518,1x acker st w,"10 W Acker St, St Paul, MN 55117, USA",44.9637944,-93.1002809
519,1x como av,"10 Como Ave, St Paul, MN 55103, USA",44.95878279999999,-93.09999499999999
520,1x empire dr,"10 Empire Dr, St Paul, MN 55103, USA",44.9618843,-93.0984658
521,1x exchange st w,"10 W Exchange St, St Paul, MN 55101, USA",44.9490505,-93.0972712
522,1x kellogg bd e,"10 Kellogg Boulevard, St Paul, MN 55101, USA",44.9442009,-93.09216359999999
523,1x winter st,"10 Winter St, St Paul, MN 55103, USA",44.95938049999999,-93.0993572
524,1xx sherburne av,"100 Sherburne Ave, St Paul, MN 55103, USA",44.95678820000001,-93.1039233
525,1xx stanthony av,"100 St Anthony Ave, St Paul, MN 55103, USA",44.9513881,-93.1072349
526,200x lincoln av,"2000 Lincoln Ave, St Paul, MN 55105, USA",44.93879620000001,-93.184811
527,200x stillwater av,"2000 Stillwater Ave E, St Paul, MN 55119, USA",44.9687078,-93.0162181
528,200x university av w,"2000 University Ave W, St Paul, MN 55114, USA",44.9580928,-93.1844302
529,209x marshall av,"2090 Marshall Ave, St Paul, MN 55104, USA",44.94809,-93.1886556
530,20x charles av,"200 Charles Ave, St Paul, MN 55103, USA",44.9573604,-93.108526
531,20x como av,"200 Como Ave, St Paul, MN 55103, USA",44.9605369,-93.1088351
532,20x sherburne av,"200 Sherburne Ave, St Paul, MN 55103, USA",44.956463,-93.108562
533,20x university av w,"200 University Ave W, St Paul, MN 55103, USA",44.955231,-93.1084742
534,211x ford pa,"2110 Ford Pkwy, St Paul, MN 55116, USA",44.9171403,-93.1893638
535,212x grand av,"2120 Grand Ave, St Paul, MN 55105, USA",44.9401185,-93.1899378
536,21x 4 st e,"210 4th St E, St Paul, MN 55101, USA",44.9476596,-93.0868333
537,21x como av,"210 Como Ave, St Paul, MN 55103, USA",44.9606916,-93.1091157
538,22x 5 st e,"220 5th St E, St Paul, MN 55101, USA",44.948777,-93.08698199999999
539,22x charles av,"220 Charles Ave, St Paul, MN 55103, USA",44.957376,-93.1094914
540,22x como av,"220 Como Ave, St Paul, MN 55103, USA",44.9608798,-93.10945060000002
541,22x edmund av,"220 Edmund Ave W, St Paul, MN 55103, USA",44.9582868,-93.10947709999999
542,22x fuller av,"220 W Fuller Ave, St Paul, MN 55103, USA",44.953988,-93.1099735
543,22x thomas av,"220 Thomas Ave W, St Paul, MN 55103, USA",44.9592176,-93.10964799999999
544,22x university av w,"220 University Ave W, St Paul, MN 55103, USA",44.95564479999999,-93.1095785
545,23x aurora av,"230 Aurora Ave, St Paul, MN 55103, USA",44.95467470000001,-93.1099664
546,23x charles av,"230 Charles Ave, St Paul, MN 55103, USA",44.9573766,-93.10977079999999
547,23x como av,"230 Como Ave, St Paul, MN 55103, USA",44.961058,-93.1098935
548,23x edmund av,"230 Edmund Ave W, St Paul, MN 55103, USA",44.9582848,-93.10985440000002
549,23x fuller av,"230 W Fuller Ave, St Paul, MN 55103, USA",44.9539889,-93.1102422
550,23x marshall av,"230 Marshall Ave, St Paul, MN 55102, USA",44.9479529,-93.10964709999999
551,23x mississippiriver bd n,"230 N Mississippi River Blvd, St Paul, MN 55104, USA",44.9478629,-93.1992788
552,23x sherburne av,"230 Sherburne Ave, St Paul, MN 55103, USA",44.9566968,-93.1099196
553,23x thomas av,"230 Thomas Ave W, St Paul, MN 55103, USA",44.9592156,-93.1100136
554,23x university av w,"230 University Ave W, St Paul, MN 55103, USA",44.9556432,-93.1100147
555,24x aurora av,"240 Aurora Ave, St Paul, MN 55103, USA",44.9546742,-93.1102279
556,24x charles av,"240 Charles Ave, St Paul, MN 55103, USA",44.9573841,-93.11012250000002
557,24x como av,"240 Como Ave, St Paul, MN 55103, USA",44.961276700000006,-93.110283
558,24x edmund av,"240 Edmund Ave W, St Paul, MN 55103, USA",44.9583008,-93.1101546
559,24x fuller av,"240 W Fuller Ave, St Paul, MN 55103, USA",44.95351779999999,-93.1098819
560,24x grotto st n,"240 Grotto St N, St Paul, MN 55104, USA",44.94826550000001,-93.1310761
561,24x maryland av e,"240 Maryland Ave E, St Paul, MN 55117, USA",44.97563539999999,-93.09095479999999
562,24x oxford st n,"240 Oxford St N, St Paul, MN 55104, USA",44.9485085,-93.14409690000001
563,24x sherburne av,"240 Sherburne Ave, St Paul, MN 55103, USA",44.9566899,-93.1104337
564,24x stalbans st n,"240 St Albans St N, St Paul, MN 55104, USA",44.94861470000001,-93.1286315
565,24x stanthony av,"240 St Anthony Ave, St Paul, MN 55103, USA",44.9513954,-93.1108663
566,24x thomas av,"240 Thomas Ave W, St Paul, MN 55103, USA",44.959214,-93.1102832
567,24x university av w,"240 University Ave W, St Paul, MN 55103, USA",44.955642,-93.1103574
568,25x aurora av,"250 Aurora Ave, St Paul, MN 55103, USA",44.9546737,-93.1105151
569,25x charles av,"250 Charles Ave, St Paul, MN 55103, USA",44.9575942,-93.1106322
570,25x como av,"250 Como Ave, St Paul, MN 55103, USA",44.9615383,-93.1106231
571,25x edmund av,"250 Edmund Ave W, St Paul, MN 55103, USA",44.9584985,-93.11055290000002
572,25x fuller av,"250 W Fuller Ave, St Paul, MN 55103, USA",44.953649,-93.111385
573,25x lafond av,"250 Lafond Ave, St Paul, MN 55103, USA",44.9604204,-93.1106294
574,25x oxford st n,"250 Oxford St N, St Paul, MN 55104, USA",44.94878550000001,-93.1438242
575,25x ravoux st,"250 Ravoux St, St Paul, MN 55103, USA",44.9518919,-93.1118796
576,25x sherburne av,"250 Sherburne Ave, St Paul, MN 55103, USA",44.956428,-93.110812
577,25x university av w,"250 University Ave W, St Paul, MN 55103, USA",44.9556869,-93.1105819
578,25x victoria st n,"250 Victoria St, St Paul, MN 55104, USA",44.9487464,-93.13625259999999
579,26x aurora av,"260 Aurora Ave, St Paul, MN 55103, USA",44.9546757,-93.1108416
580,26x charles av,"260 Charles Ave, St Paul, MN 55103, USA",44.9573859,-93.1111075
581,26x chatsworth st n,"260 Chatsworth St N, St Paul, MN 55104, USA",44.9490642,-93.1411527
582,26x dale st n,"260 Dale St N, St Paul, MN 55102, USA",44.9490458,-93.1260568
583,26x edmund av,"260 Edmund Ave W, St Paul, MN 55103, USA",44.9582591,-93.1111768
584,26x fuller av,"260 W Fuller Ave, St Paul, MN 55103, USA",44.9539895,-93.1113981
585,26x johnireland bd,"260 John Ireland Blvd, St Paul, MN 55102, USA",44.9480818,-93.1077917
586,26x lafond av,"260 Lafond Ave, St Paul, MN 55103, USA",44.9602441,-93.1110337
587,26x milton st n,"260 N Milton St, St Paul, MN 55104, USA",44.949071,-93.13880290000002
588,26x oxford st n,"260 Oxford St N, St Paul, MN 55104, USA",44.94906320000001,-93.1438239
589,26x ravoux st,"260 Ravoux St, St Paul, MN 55103, USA",44.9518919,-93.1118796
590,26x sherburne av,"260 Sherburne Ave, St Paul, MN 55103, USA",44.9564624,-93.1111932
591,26x syndicate st n,"260 N Syndicate St, St Paul, MN 55104, USA",44.9487238,-93.1542425
592,26x thomas av,"260 Thomas Ave W, St Paul, MN 55103, USA",44.959163,-93.1110585
593,26x university av w,"260 University Ave W, St Paul, MN 55103, USA",44.95569829999999,-93.1110017
594,27x aurora av,"270 Aurora Ave, St Paul, MN 55103, USA",44.9546715,-93.1113762
595,27x charles av,"270 Charles Ave, St Paul, MN 55103, USA",44.9573939,-93.1113765
596,27x como av,"270 Como Ave, St Paul, MN 55103, USA",44.9614929,-93.1111315
597,27x concordia av,"270 Concordia Ave, St Paul, MN 55155, USA",44.9502693,-93.11016750000002
598,27x fuller av,"270 W Fuller Ave, St Paul, MN 55103, USA",44.9539895,-93.1114107
599,27x hamline av n,"270 Hamline Ave N, St Paul, MN 55104, USA",44.9500211,-93.1568195
600,27x lexington pa n,"270 Lexington Pkwy N, St Paul, MN 55104, USA",44.949593,-93.145995
601,27x sherburne av,"270 Sherburne Ave, St Paul, MN 55103, USA",44.9564615,-93.1115205
602,27x syndicate st n,"270 N Syndicate St, St Paul, MN 55104, USA",44.948827,-93.15424279999999
603,27x university av w,"270 University Ave W, St Paul, MN 55103, USA",44.9555063,-93.1113944
604,27x whitebear av n,"270 White Bear Ave, St Paul, MN 55119, USA",44.94912120000001,-93.0252078
605,28x aurora av,"280 Aurora Ave, St Paul, MN 55103, USA",44.9546708,-93.1117793
606,28x blair av,"280 Blair Ave, St Paul, MN 55103, USA",44.9614164,-93.1119705
607,28x burgess st,"280 Burgess St, St Paul, MN 55117, USA",44.9681768,-93.1119182
608,28x charles av,"280 Charles Ave, St Paul, MN 55103, USA",44.957382,-93.1118666
609,28x como av,"280 Como Ave, St Paul, MN 55103, USA",44.9615714,-93.1112752
610,28x dale st n,"280 Dale St N, St Paul, MN 55103, USA",44.9496524,-93.1263041
611,28x edmund av,"280 Edmund Ave W, St Paul, MN 55103, USA",44.958497,-93.1119592
612,28x fuller av,"280 W Fuller Ave, St Paul, MN 55103, USA",44.9535336,-93.1120493
613,28x grotto st n,"280 Grotto St N, St Paul, MN 55104, USA",44.9492252,-93.1311439
614,28x lafond av,"280 Lafond Ave, St Paul, MN 55103, USA",44.96025909999999,-93.1118211
615,28x lexington pa n,"280 Snelling Ave N, St Paul, MN 55104, USA",44.9495878,-93.16668759999999
616,28x marshall av,"280 Marshall Ave, St Paul, MN 55102, USA",44.9479529,-93.1120618
617,28x ravoux st,"280 Ravoux St, St Paul, MN 55103, USA",44.95182399999999,-93.1118796
618,28x sherburne av,"280 Sherburne Ave, St Paul, MN 55103, USA",44.9564607,-93.1118535
619,28x stanthony av,"280 St Anthony Ave, St Paul, MN 55103, USA",44.9513903,-93.11218259999998
620,28x thomas av,"280 Thomas Ave W, St Paul, MN 55103, USA",44.9593815,-93.1119584
621,28x vanburen av,"280 Van Buren Ave, St Paul, MN 55103, USA",44.96207490000001,-93.1122872
622,29x aurora av,"290 Aurora Ave, St Paul, MN 55103, USA",44.9546699,-93.1122467
623,29x charles av,"290 Charles Ave, St Paul, MN 55103, USA",44.957321,-93.112251
624,29x como av,"290 Como Ave, St Paul, MN 55103, USA",44.9621473,-93.1124387
625,29x edmund av,"290 Edmund Ave W, St Paul, MN 55103, USA",44.9582797,-93.11231459999999
626,29x lexington pa n,"290 Lexington Pkwy N, St Paul, MN 55104, USA",44.9500537,-93.1461572
627,29x marshall av,"290 Marshall Ave, St Paul, MN 55102, USA",44.9479535,-93.1122575
628,29x ravoux st,"290 Ravoux St, St Paul, MN 55103, USA",44.95189179999999,-93.1121734
629,29x sherburne av,"290 Sherburne Ave, St Paul, MN 55103, USA",44.9564938,-93.1123238
630,29x syndicate st n,"290 N Syndicate St, St Paul, MN 55104, USA",44.9490334,-93.1542434
631,29x thomas av,"290 Thomas Ave W, St Paul, MN 55103, USA",44.95918229999999,-93.1123502
632,29x university av w,"290 University Ave W, St Paul, MN 55103, USA",44.9555051,-93.1118011
633,29x vanburen av,"290 Van Buren Ave, St Paul, MN 55103, USA",44.9620747,-93.1124147
634,2x charles av,"20 Charles Ave, St Paul, MN 55103, USA",44.9579804,-93.10031579999999
635,2x empire dr,"20 Empire Dr, St Paul, MN 55103, USA",44.96188720000001,-93.0984859
636,2xx aurora av,"200 Aurora Ave, St Paul, MN 55103, USA",44.95489129999999,-93.1086024
637,2xx fuller av,"200 W Fuller Ave, St Paul, MN 55103, USA",44.95398609999999,-93.1094362
638,2xx marshall av,"200 Marshall Ave, St Paul, MN 55102, USA",44.9481798,-93.1077734
639,2xx oxford st n,"200 Oxford St N, St Paul, MN 55104, USA",44.94741940000001,-93.1440935
640,2xx ravoux st,"200 Ravoux St, St Paul, MN 55103, USA",44.9518919,-93.1118796
641,2xx sherburne av,"200 Sherburne Ave, St Paul, MN 55103, USA",44.956463,-93.108562
642,2xx syndicate st n,"200 N Syndicate St, St Paul, MN 55104, USA",44.9474426,-93.1542612
643,2xx university av w,"200 University Ave W, St Paul, MN 55103, USA",44.955231,-93.1084742
644,30x aurora av,"300 Aurora Ave, St Paul, MN 55103, USA",44.95466939999999,-93.112555
645,30x blair av,"300 Blair Ave, St Paul, MN 55103, USA",44.9612196,-93.11267209999998
646,30x charles av,"300 Charles Ave, St Paul, MN 55103, USA",44.9573214,-93.1127065
647,30x chatsworth st n,"300 Chatsworth St N, St Paul, MN 55104, USA",44.9502078,-93.1413575
648,30x como av,"300 Como Ave, St Paul, MN 55103, USA",44.9630226,-93.1125739
649,30x edmund av,"300 Edmund Ave W, St Paul, MN 55103, USA",44.958226,-93.112718
650,30x fuller av,"300 W Fuller Ave, St Paul, MN 55103, USA",44.9535934,-93.1124182
651,30x griggs st n,"300 N Griggs St, St Paul, MN 55104, USA",44.948521,-93.1517363
652,30x hatch av,"300 Hatch Ave W, St Paul, MN 55117, USA",44.9708722,-93.1127854
653,30x lafond av,"300 Lafond Ave, St Paul, MN 55103, USA",44.9602386,-93.1127015
654,30x ravoux st,"300 Ravoux St, St Paul, MN 55103, USA",44.9518917,-93.1124672
655,30x sherburne av,"300 Sherburne Ave, St Paul, MN 55103, USA",44.956458700000006,-93.1126658
656,30x stalbans st n,"300 St Albans St N, St Paul, MN 55104, USA",44.950042,-93.12847109999998
657,30x stanthony av,"300 St Anthony Ave, St Paul, MN 55103, USA",44.95138789999999,-93.1128407
658,30x syndicate st n,"300 N Syndicate St, St Paul, MN 55104, USA",44.9491366,-93.1542437
659,30x thomas av,"300 Thomas Ave W, St Paul, MN 55103, USA",44.9591821,-93.1127355
660,30x university av w,"300 University Ave W, St Paul, MN 55103, USA",44.95552379999999,-93.112505
661,30x vanburen av,"300 Van Buren Ave, St Paul, MN 55103, USA",44.9620924,-93.1127277
662,31x aurora av,"310 Aurora Ave, St Paul, MN 55103, USA",44.9546685,-93.1129978
663,31x blair av,"310 Blair Ave, St Paul, MN 55103, USA",44.9612321,-93.113013
664,31x dale st n,"310 Dale St N, St Paul, MN 55103, USA",44.95047810000001,-93.1263157
665,31x edmund av,"310 Edmund Ave W, St Paul, MN 55103, USA",44.95829570000001,-93.113022
666,31x fuller av,"310 W Fuller Ave, St Paul, MN 55103, USA",44.95398820000001,-93.113022
667,31x hamline av n,"310 Hamline Ave N, St Paul, MN 55104, USA",44.9522422,-93.1568232
668,31x lafond av,"310 Lafond Ave, St Paul, MN 55103, USA",44.9602396,-93.1131119
669,31x ravoux st,"310 Ravoux St, St Paul, MN 55103, USA",44.9518916,-93.1127609
670,31x university av w,"310 University Ave W, St Paul, MN 55103, USA",44.9554967,-93.11294009999999
671,31x vanburen av,"310 Van Buren Ave, St Paul, MN 55103, USA",44.9620732,-93.1131064
672,32x arlington av w,"320 Arlington Ave W, St Paul, MN 55117, USA",44.9843781,-93.1137237
673,32x aurora av,"320 Aurora Ave, St Paul, MN 55103, USA",44.95463549999999,-93.1133968
674,32x blair av,"320 Blair Ave, St Paul, MN 55103, USA",44.9612282,-93.1136946
675,32x charles av,"320 Charles Ave, St Paul, MN 55103, USA",44.957403,-93.113701
676,32x chatsworth st n,"320 Chatsworth St N, St Paul, MN 55104, USA",44.9506121,-93.14105529999999
677,32x como av,"320 Como Ave, St Paul, MN 55103, USA",44.96284650000001,-93.1136735
678,32x dale st n,"320 Dale St N, St Paul, MN 55103, USA",44.9506742,-93.126318
679,32x fuller av,"320 W Fuller Ave, St Paul, MN 55103, USA",44.953716,-93.1135259
680,32x griggs st n,"320 N Griggs St, St Paul, MN 55104, USA",44.9505405,-93.1504452
681,32x lafond av,"320 Lafond Ave, St Paul, MN 55103, USA",44.9602906,-93.1135652
682,32x morningside cr,"320 Morningside Cir, St Paul, MN 55119, USA",44.931562,-93.0075619
683,32x ravoux st,"320 Ravoux St, St Paul, MN 55103, USA",44.9521475,-93.1132433
684,32x stevens st w,"320 W Stevens St, St Paul, MN 55107, USA",44.9282836,-93.0990715
685,32x thomas av,"320 Thomas Ave W, St Paul, MN 55103, USA",44.95913729999999,-93.1135452
686,32x university av w,"320 University Ave W, St Paul, MN 55103, USA",44.9554556,-93.1136423
687,32x vanburen av,"320 Van Buren Ave, St Paul, MN 55103, USA",44.9621031,-93.1136719
688,33x aurora av,"330 Aurora Ave, St Paul, MN 55103, USA",44.9546343,-93.1138202
689,33x blair av,"330 Blair Ave, St Paul, MN 55103, USA",44.9612188,-93.1139367
690,33x edmund av,"330 Edmund Ave W, St Paul, MN 55103, USA",44.958268,-93.1140405
691,33x fisk st,"330 N Fisk St, St Paul, MN 55104, USA",44.9509893,-93.13459559999998
692,33x fuller av,"330 W Fuller Ave, St Paul, MN 55103, USA",44.9537425,-93.1139277
693,33x lafond av,"330 Lafond Ave, St Paul, MN 55103, USA",44.9602919,-93.1139617
694,33x marshall av,"330 Marshall Ave, St Paul, MN 55102, USA",44.9479475,-93.1135669
695,33x milton st n,"330 N Milton St, St Paul, MN 55104, USA",44.95106000000001,-93.1387703
696,33x ravoux st,"330 Ravoux St, St Paul, MN 55103, USA",44.9516651,-93.1130351
697,33x sherburne av,"330 Sherburne Ave, St Paul, MN 55103, USA",44.95640299999999,-93.113992
698,33x thomas av,"330 Thomas Ave W, St Paul, MN 55103, USA",44.9591814,-93.1139434
699,33x university av w,"330 University Ave W, St Paul, MN 55103, USA",44.9554898,-93.1140015
700,33x victoria st n,"445 Minnesota St, St Paul, MN 55101, USA",44.9486838,-93.0942049
701,34x blair av,"340 Blair Ave, St Paul, MN 55103, USA",44.96122039999999,-93.1142888
702,34x como av,"340 Como Ave, St Paul, MN 55103, USA",44.96338799999999,-93.114645
703,34x edmund av,"340 Edmund Ave W, St Paul, MN 55103, USA",44.9582584,-93.114393
704,34x fuller av,"340 W Fuller Ave, St Paul, MN 55103, USA",44.95374109999999,-93.11421059999999
705,34x lafond av,"340 Lafond Ave, St Paul, MN 55103, USA",44.960293,-93.1143004
706,34x marshall av,"340 Marshall Ave, St Paul, MN 55102, USA",44.9479356,-93.1141907
707,34x sherburne av,"340 Sherburne Ave, St Paul, MN 55103, USA",44.9564612,-93.11432750000002
708,34x thomas av,"340 Thomas Ave W, St Paul, MN 55103, USA",44.9591296,-93.1143724
709,34x university av w,"340 University Ave W, St Paul, MN 55103, USA",44.95548839999999,-93.1143604
710,34x vanburen av,"340 Van Buren Ave, St Paul, MN 55103, USA",44.9621168,-93.1144111
711,35x aurora av,"350 Aurora Ave, St Paul, MN 55103, USA",44.9548812,-93.1147415
712,35x como av,"350 Como Ave, St Paul, MN 55103, USA",44.96380389999999,-93.11471879999999
713,35x edmund av,"350 Edmund Ave W, St Paul, MN 55103, USA",44.958485,-93.1148902
714,35x fuller av,"350 W Fuller Ave, St Paul, MN 55103, USA",44.95372589999999,-93.1149546
715,35x hope st,"350 Hope St N, St Paul, MN 55106, USA",44.959053,-93.0660621
716,35x lafond av,"350 Lafond Ave, St Paul, MN 55103, USA",44.9604392,-93.1147759
717,35x marion st,"350 Marion St, St Paul, MN 55103, USA",44.9514165,-93.1098566
718,35x marshall av,"350 Marshall Ave, St Paul, MN 55102, USA",44.9479465,-93.1145007
719,35x sherburne av,"350 Sherburne Ave, St Paul, MN 55103, USA",44.9566654,-93.1148888
720,35x university av w,"350 University Ave W, St Paul, MN 55103, USA",44.9554486,-93.1148207
721,36x aurora av,"360 Aurora Ave, St Paul, MN 55103, USA",44.9546615,-93.1152087
722,36x blair av,"360 Blair Ave, St Paul, MN 55103, USA",44.96121489999999,-93.1151915
723,36x charles av,"360 Charles Ave, St Paul, MN 55103, USA",44.9573852,-93.1153789
724,36x como av,"360 Como Ave, St Paul, MN 55103, USA",44.963787,-93.115409
725,36x edmund av,"360 Edmund Ave W, St Paul, MN 55103, USA",44.95827020000001,-93.115298
726,36x farrington st,"360 N Farrington St, St Paul, MN 55103, USA",44.9535482,-93.1132723
727,36x fuller av,"360 W Fuller Ave, St Paul, MN 55103, USA",44.9537351,-93.1152875
728,36x king st w,"360 King St W, St Paul, MN 55107, USA",44.9275871,-93.1006541
729,36x lexington pa n,"275 Lexington Pkwy N,, St Paul, MN 55104, USA",44.9489021,-93.1484443
730,36x oxford st n,"360 Oxford St N, St Paul, MN 55104, USA",44.95234749999999,-93.1435907
731,36x sherburne av,"360 Sherburne Ave, St Paul, MN 55103, USA",44.956463,-93.115318
732,36x thomas av,"360 Thomas Ave W, St Paul, MN 55103, USA",44.9591093,-93.115173
733,36x university av w,"360 University Ave W, St Paul, MN 55103, USA",44.955488,-93.11513080000002
734,36x victoria st n,"360 Victoria St, St Paul, MN 55104, USA",44.9523005,-93.1355322
735,36x virginia st,"360 Virginia St, St Paul, MN 55103, USA",44.95352279999999,-93.1147024
736,37x aurora av,"370 Aurora Ave, St Paul, MN 55103, USA",44.9546759,-93.11552259999999
737,37x blair av,"370 Blair Ave, St Paul, MN 55103, USA",44.96121549999999,-93.1156051
738,37x charles av,"370 Charles Ave, St Paul, MN 55103, USA",44.95738600000001,-93.1158406
739,37x como av,"370 Como Ave, St Paul, MN 55103, USA",44.9639131,-93.1156266
740,37x edmund av,"370 Edmund Ave W, St Paul, MN 55103, USA",44.95823770000001,-93.1157604
741,37x farrington st,"370 N Farrington St, St Paul, MN 55103, USA",44.95361800000001,-93.1132709
742,37x fuller av,"370 W Fuller Ave, St Paul, MN 55103, USA",44.9537244,-93.1156793
743,37x lafond av,"370 Lafond Ave, St Paul, MN 55103, USA",44.9602885,-93.1156723
744,37x marion st,"370 Marion St, St Paul, MN 55103, USA",44.9520872,-93.1097954
745,37x oxford st n,"370 Oxford St N, St Paul, MN 55104, USA",44.9525583,-93.1435904
746,37x sherburne av,"370 Sherburne Ave, St Paul, MN 55103, USA",44.95646869999999,-93.1157186
747,37x stalbans st n,"370 St Albans St N, St Paul, MN 55104, USA",44.9523419,-93.1286505
748,37x stanthony av,"370 St Anthony Ave, St Paul, MN 55103, USA",44.9516986,-93.1157472
749,37x thomas av,"370 Thomas Ave W, St Paul, MN 55103, USA",44.95911,-93.11560940000001
750,37x university av w,"370 University Ave W, St Paul, MN 55103, USA",44.95543560000001,-93.1157184
751,37x virginia st,"370 Virginia St, St Paul, MN 55103, USA",44.95353520000001,-93.1144856
752,37x western av n,"370 Western Ave N, St Paul, MN 55103, USA",44.9520704,-93.1158617
753,38x chatsworth st n,"380 Chatsworth St N, St Paul, MN 55104, USA",44.95280169999999,-93.1415532
754,38x dunlap st n,"380 N Dunlap St, St Paul, MN 55104, USA",44.9524686,-93.1489294
755,38x farrington st,"380 N Farrington St, St Paul, MN 55103, USA",44.9536878,-93.1132695
756,38x lafond av,"380 Lafond Ave, St Paul, MN 55103, USA",44.96044939999999,-93.1161312
757,38x marion st,"380 Marion St, St Paul, MN 55103, USA",44.9524598,-93.109675
758,38x oxford st n,"380 Oxford St N, St Paul, MN 55104, USA",44.952769,-93.1435902
759,38x sherburne av,"380 Sherburne Ave, St Paul, MN 55103, USA",44.9566767,-93.1162009
760,38x stalbans st n,"380 St Albans St N, St Paul, MN 55104, USA",44.95256970000001,-93.1286507
761,38x university av w,"380 University Ave W, St Paul, MN 55103, USA",44.9556648,-93.11614
762,38x vanburen av,"380 Van Buren Ave, St Paul, MN 55103, USA",44.9620705,-93.1162131
763,38x victoria st n,"380 Victoria St, St Paul, MN 55104, USA",44.952596,-93.13484
764,38x virginia st,"380 Virginia St, St Paul, MN 55103, USA",44.9535493,-93.1144853
765,38x western av n,"380 Western Ave N, St Paul, MN 55103, USA",44.95254910000001,-93.1155503
766,39x blair av,"390 Blair Ave, St Paul, MN 55103, USA",44.96093270000001,-93.1164897
767,39x charles av,"390 Charles Ave, St Paul, MN 55103, USA",44.95737860000001,-93.11670749999999
768,39x dunlap st n,"390 N Dunlap St, St Paul, MN 55104, USA",44.9529824,-93.1489033
769,39x edmund av,"390 Edmund Ave W, St Paul, MN 55103, USA",44.9582703,-93.1166338
770,39x farrington st,"390 N Farrington St, St Paul, MN 55103, USA",44.9537576,-93.1132681
771,39x lafond av,"390 Lafond Ave, St Paul, MN 55103, USA",44.9600917,-93.1166357
772,39x maryland av e,"390 Maryland Ave E, St Paul, MN 55130, USA",44.97680560000001,-93.0840486
773,39x minnehaha av w,"390 W Minnehaha Ave, St Paul, MN 55103, USA",44.9627369,-93.116724
774,39x oxford st n,"390 Oxford St N, St Paul, MN 55104, USA",44.9529798,-93.1435899
775,39x sherburne av,"390 Sherburne Ave, St Paul, MN 55103, USA",44.956414,-93.116639
776,39x thomas av,"390 Thomas Ave W, St Paul, MN 55103, USA",44.95937650000001,-93.116629
777,39x university av w,"390 University Ave W, St Paul, MN 55103, USA",44.9555025,-93.1165351
778,39x virginia st,"390 Virginia St, St Paul, MN 55103, USA",44.95356339999999,-93.1144851
779,3x 7 st w,"30 7th St W, St Paul, MN 55102, USA",44.9473979,-93.09768869999999
780,3x como av,"30 Como Ave, St Paul, MN 55103, USA",44.9587777,-93.10068309999998
781,3x empire dr,"30 Empire Dr, St Paul, MN 55103, USA",44.961890200000006,-93.098506
782,3x sherburne av,"30 Sherburne Ave, St Paul, MN 55155, USA",44.95664779999999,-93.1002659
783,3x winter st,"30 Winter St, St Paul, MN 55103, USA",44.95960909999999,-93.1008689
784,3xx aurora av,"300 Aurora Ave, St Paul, MN 55103, USA",44.95466939999999,-93.112555
785,3xx dale st n,"300 Dale St N, St Paul, MN 55103, USA",44.9502511,-93.12631280000001
786,3xx fuller av,"300 W Fuller Ave, St Paul, MN 55103, USA",44.9535934,-93.1124182
787,40x blair av,"400 Blair Ave, St Paul, MN 55103, USA",44.960957,-93.1169657
788,40x charles av,"400 Charles Ave, St Paul, MN 55103, USA",44.95733320000001,-93.1169328
789,40x dunlap st n,"400 N Dunlap St, St Paul, MN 55104, USA",44.953042,-93.14918359999999
790,40x edmund av,"400 Edmund Ave W, St Paul, MN 55103, USA",44.958208000000006,-93.117071
791,40x farrington st,"400 N Farrington St, St Paul, MN 55103, USA",44.95382739999999,-93.11326660000002
792,40x griggs st n,"400 N Griggs St, St Paul, MN 55104, USA",44.9528834,-93.1510967
793,40x grotto st n,"400 Grotto St N, St Paul, MN 55104, USA",44.9532555,-93.131229
794,40x lafond av,"400 Lafond Ave, St Paul, MN 55103, USA",44.960079,-93.117068
795,40x marion st,"400 Marion St, St Paul, MN 55103, USA",44.95317319999999,-93.1093659
796,40x minnehaha av w,"400 W Minnehaha Ave, St Paul, MN 55103, USA",44.9627375,-93.1170373
797,40x oxford st n,"400 Oxford St N, St Paul, MN 55104, USA",44.9536817,-93.1438924
